ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,BottleId,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-SOP-001-2108,WO-1193,2025-11-09,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-300,7619,L,200,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-10 08:19:20.698,—,Ana Silva
LOTE-M-SOP-001-2109,WO-1194,2025-11-10,Shift 1,ISBM-001,M-SOP-001,FR-001-rPET-300,10347,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-11 07:54:54.402,—,Diogo Ferreira
LOTE-M-SOP-001-2110,WO-1196,2025-11-11,  Shift 2  ,ISBM-001,M-SOP-001,FR-001-HDPE-300,17560,M,315,0,4,14,18,Conforming,Approved,Approved,Approved - First Pass,2025-11-12 16:03:29.683,—,Diogo Ferreira
LOTE-M-SOP-007-2111,WO-1198,2025-11-13,Shift 3,ISBM-001,M-SOP-007,FR-007-PETG-350,8693,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-11-14 02:36:35.565,—,Diogo Ferreira
LOTE-M-SOP-007-2112,WO-1200,2025-11-14,Shift 3,ISBM-001,M-SOP-007,FR-007-HDPE-350,20923,M,315,1,2,7,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-11-15 10:15:59.076,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-001-2113,WO-1202,2025-11-15,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,10839,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-16 19:11:54.631,—,Carlos Mendes
LOTE-M-SOP-007-2114,WO-1205,2025-11-17,Shift 1,ISBM-001,M-SOP-007,FR-007-HDPE-350,20507,M,315,0,4,17,21,Conforming,Approved,Approved,Approved - First Pass,2025-11-18 14:44:34.998,—,Beatriz Costa
LOTE-M-SOP-007-2115,WO-1207,2025-11-18,Shift 3,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,19973,M,315,0,3,18,21,Conforming,Approved,Approved,Approved - First Pass,2025-11-19 20:19:25.048,—,Ana Silva
LOTE-M-SOP-001-2116,WO-1208,2025-11-19,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-300,6694,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-11-20 11:21:33.442,—,Diogo Ferreira
LOTE-M-SOP-001-2117,WO-1211,2025-11-21,Shift 3,ISBM-001,M-SOP-001,FR-001-rPET-300,19056,M,315,0,7,7,14,Conforming,Approved,Approved,Approved - First Pass,2025-11-22 05:13:15.091,—,Carlos Mendes
LOTE-M-SOP-001-2118,WO-1213,2025-11-22,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,23551,M,315,0,8,18,26,Conforming,Approved,Approved,Approved - First Pass,2025-11-23 20:17:55.237,—,Ana Silva
LOTE-M-SOP-007-2119,WO-1214,2025-11-23,  Shift 2  ,ISBM-001,M-SOP-007,FR-007-PVC-350,11396,M,315,0,3,21,24,Conforming,Approved,Approved,Approved - First Pass,2025-11-24 12:46:10.401,—,Elena Santos
LOTE-M-SOP-001-2120,WO-1215,2025-11-24,Shift 1,ISBM-001,M-SOP-001,FR-001-rPET-300,7294,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-25 11:25:39.505,—,Ana Silva
LOTE-M-SOP-007-2121,WO-1216,2025-11-25,Shift 1,ISBM-001,M-SOP-007,FR-007-PVC-350,4131,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-11-26 03:42:29.252,—,Diogo Ferreira
LOTE-M-SOP-001-2122,WO-1217,2025-11-25,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,3862,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-11-27 02:44:08.661,—,Diogo Ferreira
LOTE-M-SOP-001-2123,WO-1220,2025-11-27,shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,27961,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-29 03:23:45.458,—,Ana Silva
LOTE-M-SOP-001-2124,WO-1223,2025-11-29,SHIFT 3,ISBM-001,M-SOP-001,FR-001-HDPE-300,17875,M,315,0,1,13,14,Conforming,Approved,Approved,Approved - First Pass,2025-12-01 01:26:59.708,—,Beatriz Costa
LOTE-M-SOP-001-2125,WO-1225,2025-12-01,Shift 1,ISBM-001,M-SOP-001,FR-001-rPET-300,14631,M,315,0,1,16,17,Conforming,Approved,Approved,Approved - First Pass,2025-12-02 06:51:06.145,—,Elena Santos
LOTE-M-SOP-007-2126,WO-1228,2025-12-03,Shift 2,ISBM-001,M-SOP-007,FR-007-PVC-350,23874,M,315,0,8,14,22,Conforming,Rejected,Approved,Approved - Released on Deviation,2025-12-04 11:14:04.516,—,Elena Santos
LOTE-M-SOP-001-2127,WO-1230,2025-12-05,shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-300,15760,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-12-06 10:44:52.224,—,Beatriz Costa
LOTE-M-SOP-007-2128,WO-1231,2025-12-05,Shift 2,ISBM-001,M-SOP-007,FR-007-rPET-350,9587,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-07 03:12:54.139,—,Beatriz Costa
LOTE-M-SOP-007-2129,WO-1232,2025-12-06,shift 2,ISBM-001,M-SOP-007,FR-007-rPET-350,8667,L,200,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-07 15:57:30.271,—,Diogo Ferreira
LOTE-M-SOP-007-2130,WO-1235,2025-12-08,Shift 2,ISBM-001,M-SOP-007,FR-007-HDPE-350,27049,M,315,1,4,22,27,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-10 00:39:55.112,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-007-2131,WO-1238,2025-12-11,Shift 3,ISBM-001,M-SOP-007,FR-007-PVC-350,29979,M,315,0,6,17,23,Conforming,Approved,Approved,Approved - First Pass,2025-12-12 10:47:55.901,—,Beatriz Costa
LOTE-M-SOP-001-2132,WO-1239,2025-12-11,  Shift 2  ,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,8047,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-12-12 15:04:08.611,—,Elena Santos
LOTE-M-SOP-007-2133,WO-1241,2025-12-13,Shift 1,ISBM-001,M-SOP-007,FR-007-PP-350,18264,M,315,0,3,22,25,Conforming,Approved,Approved,Approved - First Pass,2025-12-14 16:23:56.073,—,Beatriz Costa
LOTE-M-SOP-001-2134,WO-1242,2025-12-14,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,6950,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-12-14 16:33:45.534,—,Carlos Mendes
LOTE-M-SOP-001-2135,WO-1243,2025-12-14,Shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,5737,L,200,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 04:42:53.259,—,Carlos Mendes
LOTE-M-SOP-007-2136,WO-1244,2025-12-15,Shift 3,ISBM-001,M-SOP-007,FR-007-PVC-350,5938,L,200,0,3,16,19,Conforming,Approved,Approved,Approved - First Pass,2025-12-16 05:29:01.035,—,Ana Silva
LOTE-M-SOP-001-2137,WO-1247,2025-12-16,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,17156,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-18 01:06:04.911,—,Carlos Mendes
LOTE-M-SOP-007-2138,WO-1249,2025-12-17,Shift 3,ISBM-001,M-SOP-007,FR-007-PVC-350,11131,M,315,0,8,5,13,Conforming,Approved,Approved,Approved - First Pass,2025-12-18 14:00:44.973,—,Ana Silva
LOTE-M-SOP-007-2139,WO-1252,2025-12-19,shift 2,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,28573,M,315,0,4,11,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-21 01:35:16.746,—,Ana Silva
LOTE-M-SOP-001-2140,WO-1254,2025-12-21,shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,20005,M,315,1,3,3,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-23 03:46:14.009,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-007-2141,WO-1255,2025-12-22,Shift 1,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,6988,L,200,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 05:31:09.192,—,Diogo Ferreira
LOTE-M-SOP-007-2142,WO-1256,2025-12-22,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,8569,L,200,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 16:55:48.775,—,Diogo Ferreira
LOTE-M-SOP-001-2143,WO-1259,2025-12-24,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,26295,M,315,0,4,13,17,Conforming,Approved,Approved,Approved - First Pass,2025-12-25 19:41:10.770,—,Elena Santos
LOTE-M-SOP-001-2144,WO-1260,2025-12-25,  Shift 1  ,ISBM-001,M-SOP-001,FR-001-HDPE-300,13784,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-26 17:07:47.998,—,Carlos Mendes
LOTE-M-SOP-001-2145,WO-1262,2025-12-27,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,14841,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-27 17:46:20.088,—,Elena Santos
LOTE-M-SOP-007-2146,WO-1264,2025-12-28,  Shift 1  ,ISBM-001,M-SOP-007,FR-007-PVC-350,19480,M,315,0,5,15,20,Conforming,Approved,Approved,Approved - First Pass,2025-12-29 10:21:16.891,—,Diogo Ferreira
LOTE-M-SOP-001-2147,WO-1267,2025-12-30,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,22770,M,315,0,9,19,28,Conforming,Approved,Approved,Approved - First Pass,2025-12-31 23:26:52.482,—,Ana Silva
LOTE-M-SOP-001-2148,WO-1269,2026-01-01,Shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,15028,M,315,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2026-01-02 15:51:04.905,—,Elena Santos
LOTE-M-SOP-007-2149,WO-1271,2026-01-02,SHIFT 2,ISBM-001,M-SOP-007,FR-007-PVC-350,14059,M,315,0,1,11,12,Conforming,Approved,Approved,Approved - First Pass,2026-01-04 01:13:28.405,—,Elena Santos
LOTE-M-SOP-007-2150,WO-1274,2026-01-04,shift 2,ISBM-001,M-SOP-007,FR-007-PVC-350,16026,M,315,1,8,22,31,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-05 10:31:48.767,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-007-2151,WO-1275,2026-01-05,Shift 3,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,5814,L,200,0,5,11,16,Conforming,Approved,Approved,Approved - First Pass,2026-01-06 00:52:07.350,—,Elena Santos
LOTE-M-SOP-001-2152,WO-1277,2026-01-06,Shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,15951,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-07 20:11:35.446,—,Diogo Ferreira
LOTE-M-SOP-001-2153,WO-1279,2026-01-08,  Shift 3  ,ISBM-001,M-SOP-001,FR-001-HDPE-300,17132,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-09 09:29:04.487,—,Beatriz Costa
LOTE-M-SOP-001-2154,WO-1281,2026-01-09,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-300,22414,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-10 23:28:07.710,—,Beatriz Costa
LOTE-M-SOP-001-2155,WO-1283,2026-01-11,  Shift 1  ,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,19327,M,315,1,4,9,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-12 20:36:19.496,Leakage:1(Re=1),Ana Silva
LOTE-M-SOP-007-2156,WO-1285,2026-01-13,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,11531,M,315,0,5,6,11,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 20:16:28.079,—,Beatriz Costa
LOTE-M-SOP-001-2157,WO-1288,2026-01-14,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-300,25034,M,315,0,3,14,17,Conforming,Approved,Approved,Approved - First Pass,2026-01-15 20:14:14.856,—,Ana Silva
LOTE-M-SOP-007-2158,WO-1290,2026-01-16,shift 1,ISBM-001,M-SOP-007,FR-007-PP-350,13535,M,315,0,6,4,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-17 19:42:52.539,—,Carlos Mendes
LOTE-M-SOP-007-2159,WO-1293,2026-01-18,Shift 1,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,24762,M,315,1,5,15,21,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-19 15:09:18.797,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-001-2160,WO-1295,2026-01-19,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,14405,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-20 21:06:02.343,—,Beatriz Costa
LOTE-M-SOP-001-2161,WO-1298,2026-01-22,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,21175,M,315,0,7,8,15,Conforming,Approved,Approved,Approved - First Pass,2026-01-23 09:24:13.913,—,Beatriz Costa
LOTE-M-SOP-007-2162,WO-1299,2026-01-23,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-350,4597,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-24 05:51:36.611,—,Carlos Mendes
LOTE-M-SOP-007-2163,WO-1301,2026-01-24,Shift 1,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,10594,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-25 16:04:24.572,—,Elena Santos
LOTE-M-SOP-001-2164,WO-1303,2026-01-26,Shift 3,ISBM-001,M-SOP-001,FR-001-rPET-300,13466,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-27 13:06:19.004,—,Ana Silva
LOTE-M-SOP-001-2165,WO-1304,2026-01-26,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,8708,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-28 02:47:41.814,—,Elena Santos
LOTE-M-SOP-007-2166,WO-1305,2026-01-27,Shift 1,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,7003,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-28 13:43:07.986,—,Ana Silva
LOTE-M-SOP-001-2167,WO-1308,2026-01-29,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,26173,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 17:43:24.198,—,Elena Santos
LOTE-M-SOP-001-2168,WO-1310,2026-01-31,Shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,20369,M,315,1,1,9,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-01 10:56:49.525,Leakage:1(Re=1),Ana Silva
LOTE-M-SOP-007-2169,WO-1311,2026-02-01,  Shift 1  ,ISBM-001,M-SOP-007,FR-007-rPET-350,9151,L,200,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-02 16:11:11.154,—,Beatriz Costa
LOTE-M-SOP-007-2170,WO-1314,2026-02-03,Shift 1,ISBM-001,M-SOP-007,FR-007-PETG-350,12867,M,315,0,9,10,19,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 17:40:52.726,—,Carlos Mendes
LOTE-M-SOP-007-2171,WO-1317,2026-02-05,  Shift 3  ,ISBM-001,M-SOP-007,FR-007-PVC-350,24890,M,315,0,10,19,29,Conforming,Approved,Approved,Approved - First Pass,2026-02-06 07:31:27.191,—,Ana Silva
LOTE-M-SOP-007-2172,WO-1319,2026-02-06,Shift 2,ISBM-001,M-SOP-007,FR-007-HDPE-350,15228,M,315,0,10,9,19,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 23:59:05.561,—,Carlos Mendes
LOTE-M-SOP-001-2173,WO-1320,2026-02-07,Shift 1,ISBM-001,M-SOP-001,FR-001-rPET-300,8129,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-08 13:36:21.196,—,Elena Santos
LOTE-M-SOP-001-2174,WO-1322,2026-02-08,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,16905,M,315,0,2,9,11,Conforming,Approved,Approved,Approved - First Pass,2026-02-09 14:45:36.734,—,Carlos Mendes
LOTE-M-SOP-007-2175,WO-1325,2026-02-10,Shift 1,ISBM-001,M-SOP-007,FR-007-PVC-350,12586,M,315,0,12,16,28,Conforming,Approved,Approved,Approved - First Pass,2026-02-11 11:08:38.868,—,Carlos Mendes
LOTE-M-SOP-001-2176,WO-1326,2026-02-11,Shift 1,ISBM-001,M-SOP-001,FR-001-HDPE-300,7871,L,200,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-12 17:06:57.079,—,Elena Santos
LOTE-M-SOP-007-2177,WO-1328,2026-02-12,Shift 2,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,13959,M,315,0,2,12,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-13 07:47:18.357,—,Diogo Ferreira
LOTE-M-SOP-001-2178,WO-1330,2026-02-14,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,12658,M,315,0,0,9,9,Conforming,Approved,Approved,Approved - First Pass,2026-02-15 07:31:17.496,—,Beatriz Costa
LOTE-M-SOP-007-2179,WO-1333,2026-02-16,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,22936,M,315,0,10,9,19,Conforming,Approved,Approved,Approved - First Pass,2026-02-17 10:14:19.876,—,Beatriz Costa
LOTE-M-SOP-007-2180,WO-1335,2026-02-17,Shift 1,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,15272,M,315,0,9,10,19,Conforming,Approved,Approved,Approved - First Pass,2026-02-18 14:07:44.273,—,Elena Santos
LOTE-M-SOP-007-2181,WO-1338,2026-02-19,Shift 1,ISBM-001,M-SOP-007,FR-007-PETG-350,20839,M,315,0,10,16,26,Conforming,Approved,Approved,Approved - First Pass,2026-02-20 13:23:34.280,—,Carlos Mendes
LOTE-M-SOP-001-2182,WO-1340,2026-02-20,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-300,15909,M,315,0,0,10,10,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 02:48:21.707,—,Diogo Ferreira
LOTE-M-SOP-007-2183,WO-1341,2026-02-21,Shift 2,ISBM-001,M-SOP-007,FR-007-HDPE-350,4241,L,200,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 06:43:54.650,—,Elena Santos
LOTE-M-SOP-001-2184,WO-1342,2026-02-22,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-300,7207,L,200,0,2,12,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-23 08:37:08.097,—,Elena Santos
LOTE-M-SOP-001-2185,WO-1345,2026-02-23,Shift 3,ISBM-001,M-SOP-001,FR-001-rPET-300,16401,M,315,0,5,15,20,Conforming,Approved,Approved,Approved - First Pass,2026-02-25 02:38:38.775,—,Carlos Mendes
LOTE-M-SOP-001-2186,WO-1346,2026-02-24,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,9974,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-25 21:05:33.674,—,Carlos Mendes
LOTE-M-SOP-001-2187,WO-1349,2026-02-26,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,19591,M,315,0,5,11,16,Conforming,Approved,Approved,Approved - First Pass,2026-02-28 03:20:36.141,—,Ana Silva
LOTE-M-SOP-007-2188,WO-1352,2026-03-01,Shift 1,ISBM-001,M-SOP-007,FR-007-PETG-350,22400,M,315,0,7,15,22,Conforming,Approved,Approved,Approved - First Pass,2026-03-02 02:15:37.593,—,Diogo Ferreira
LOTE-M-SOP-007-2189,WO-1355,2026-03-03,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-350,20993,M,315,0,10,17,27,Conforming,Approved,Approved,Approved - First Pass,2026-03-04 07:34:31.777,—,Diogo Ferreira
LOTE-M-SOP-007-2190,WO-1357,2026-03-04,Shift 1,ISBM-001,M-SOP-007,FR-007-rPET-350,16080,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2026-03-05 02:03:10.773,—,Diogo Ferreira
LOTE-M-SOP-001-2191,WO-1360,2026-03-06,Shift 3,ISBM-001,M-SOP-001,FR-001-rPET-300,19301,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2026-03-07 08:07:57.789,—,Elena Santos
LOTE-M-SOP-001-2192,WO-1363,2026-03-08,SHIFT 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,18784,M,315,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2026-03-09 06:08:39.404,—,Carlos Mendes
LOTE-M-SOP-001-2193,WO-1365,2026-03-09,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,10709,M,315,0,6,8,14,Conforming,Approved,Approved,Approved - First Pass,2026-03-10 18:23:15.925,—,Elena Santos
LOTE-M-SOP-007-2194,WO-1366,2026-03-10,Shift 2,ISBM-001,M-SOP-007,FR-007-rPET-350,6681,L,200,1,3,10,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-11 10:38:34.495,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-007-2195,WO-1368,2026-03-12,Shift 3,ISBM-001,M-SOP-007,FR-007-PETG-350,20295,M,315,0,5,17,22,Conforming,Approved,Approved,Approved - First Pass,2026-03-13 09:17:29.764,—,Beatriz Costa
LOTE-M-SOP-007-2196,WO-1369,2026-03-13,Shift 3,ISBM-001,M-SOP-007,FR-007-PETG-350,6157,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-14 00:54:53.897,—,Ana Silva
LOTE-M-SOP-007-2197,WO-1370,2026-03-13,Shift 1,ISBM-001,M-SOP-007,FR-007-HDPE-350,5789,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-14 11:53:17.981,—,Carlos Mendes
LOTE-M-SOP-001-2198,WO-1371,2026-03-14,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-300,7686,L,200,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2026-03-15 09:48:48.666,—,Beatriz Costa
LOTE-M-SOP-001-2199,WO-1372,2026-03-14,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,5592,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-15 18:52:21.132,—,Diogo Ferreira
LOTE-M-SOP-007-2200,WO-1374,2026-03-16,Shift 3,ISBM-001,M-SOP-007,FR-007-PP-PCR-350,17184,M,315,1,3,11,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-16 17:03:04.400,Leakage:1(Re=1),Carlos Mendes
LOTE-M-SOP-007-2201,WO-1375,2026-03-16,shift 2,ISBM-001,M-SOP-007,FR-007-PETG-350,12498,M,315,0,5,11,16,Conforming,Approved,Approved,Approved - First Pass,2026-03-18 03:04:09.779,—,Ana Silva
LOTE-M-SOP-007-2202,WO-1377,2026-03-18,Shift 3,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,23342,M,315,0,8,14,22,Conforming,Approved,Approved,Approved - First Pass,2026-03-19 13:41:21.379,—,Beatriz Costa
LOTE-M-SOP-001-2203,WO-1380,2026-03-20,Shift 2,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,29214,M,315,0,7,25,32,Conforming,Approved,Approved,Approved - First Pass,2026-03-21 16:00:04.466,—,Ana Silva
LOTE-M-SOP-007-2204,WO-1381,2026-03-21,Shift 1,ISBM-001,M-SOP-007,FR-007-PETG-350,7545,L,200,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2026-03-22 14:55:37.360,—,Ana Silva
LOTE-M-SOP-001-2205,WO-1383,2026-03-22,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-300,15647,M,315,0,4,13,17,Conforming,Approved,Approved,Approved - First Pass,2026-03-24 00:52:07.511,—,Carlos Mendes
LOTE-M-SOP-001-2206,WO-1385,2026-03-23,Shift 3,ISBM-001,M-SOP-001,FR-001-HDPE-PCR-300,14380,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-03-25 05:24:08.518,—,Beatriz Costa
LOTE-M-SOP-001-2207,WO-1387,2026-03-25,Shift 1,ISBM-001,M-SOP-001,FR-001-rPET-300,14272,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-03-26 02:44:39.141,—,Beatriz Costa
LOTE-M-SOP-001-2208,WO-1390,2026-03-26,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,22198,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2026-03-28 11:15:19.256,—,Carlos Mendes
LOTE-M-SOP-001-2209,WO-1391,2026-03-27,  Shift 2  ,ISBM-001,M-SOP-001,FR-001-rPET-300,6673,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-03-28 17:44:57.043,—,Elena Santos
LOTE-M-SOP-007-2210,WO-1392,2026-03-28,shift 1,ISBM-001,M-SOP-007,FR-007-rPET-350,8894,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-03-29 16:35:25.908,—,Carlos Mendes
LOTE-M-SOP-001-2211,WO-1393,2026-03-29,Shift 3,ISBM-001,M-SOP-001,FR-001-rPET-300,7240,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-03-29 21:01:29.446,—,Beatriz Costa
LOTE-M-SOP-007-2212,WO-1395,2026-03-30,Shift 1,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,19843,M,315,0,7,19,26,Conforming,Approved,Approved,Approved - First Pass,2026-03-31 20:13:48.198,—,Diogo Ferreira
LOTE-M-SOP-001-2213,WO-1398,2026-04-01,Shift 2,ISBM-001,M-SOP-001,FR-001-rPET-300,13898,M,315,1,2,18,21,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-04-02 07:26:18.930,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-007-2214,WO-1400,2026-04-03,Shift 3,ISBM-001,M-SOP-007,FR-007-rPET-350,17626,M,315,0,5,6,11,Conforming,Approved,Approved,Approved - First Pass,2026-04-04 10:52:07.569,—,Beatriz Costa
LOTE-M-SOP-001-2215,WO-1401,2026-04-03,  Shift 2  ,ISBM-001,M-SOP-001,FR-001-rPET-300,8223,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-04-05 05:00:34.536,—,Diogo Ferreira
LOTE-M-SOP-007-2216,WO-1404,2026-04-05,Shift 3,ISBM-001,M-SOP-007,FR-007-HDPE-PCR-350,25680,M,315,0,5,13,18,Conforming,Approved,Approved,Approved - First Pass,2026-04-07 03:03:59.401,—,Diogo Ferreira
