InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-000130,2025-07-10,SUP-007,LDPE,RM-LDPE-00002,PO-5034,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.833,0.5,0.75,1.1,Pass,Beatriz Costa
RI-000131,2025-07-10,SUP-007,LDPE,RM-LDPE-00002,PO-5034,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9221,0.918,0.922,0.926,Pass,Elena Santos
RI-000132,2025-07-10,SUP-007,LDPE,RM-LDPE-00002,PO-5034,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,129.0921,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-000133,2025-07-10,SUP-006,PET,RM-PET-00004,PO-5035,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7966,0.72,0.8,0.86,Pass,Ana Silva
RI-000134,2025-07-10,SUP-006,PET,RM-PET-00004,PO-5035,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,52.3293,0.0,30.0,50.0,Fail,Carlos Mendes
RI-000135,2025-07-10,SUP-006,PET,RM-PET-00004,PO-5035,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7387,0.0,0.8,2.0,Pass,Diogo Ferreira
RI-000136,2025-07-10,SUP-006,PET,RM-PET-00004,PO-5035,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3395,1.335,1.34,1.345,Pass,Carlos Mendes
RI-000137,2025-07-10,SUP-003,PETG,RM-PETG-00004,PO-5036,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7613,0.7,0.76,0.82,Pass,Carlos Mendes
RI-000138,2025-07-10,SUP-003,PETG,RM-PETG-00004,PO-5036,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,46.3617,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-000139,2025-07-10,SUP-003,PETG,RM-PETG-00004,PO-5036,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6953,0.0,0.9,2.2,Pass,Elena Santos
RI-000140,2025-07-11,SUP-006,HDPE,RM-HDPE-00004,PO-5037,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3405,0.25,0.35,0.45,Pass,Diogo Ferreira
RI-000141,2025-07-11,SUP-006,HDPE,RM-HDPE-00004,PO-5037,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9532,0.95,0.954,0.958,Pass,Ana Silva
RI-000142,2025-07-11,SUP-006,HDPE,RM-HDPE-00004,PO-5037,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,120.5994,0.0,150.0,300.0,Pass,Elena Santos
RI-000143,2025-07-11,SUP-006,HDPE,RM-HDPE-00004,PO-5037,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.4882,20.0,26.0,32.0,Pass,Beatriz Costa
RI-000144,2025-07-11,SUP-004,HDPE-PCR,RM-HDPE-PCR-00005,PO-5038,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2903,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-000145,2025-07-11,SUP-004,HDPE-PCR,RM-HDPE-PCR-00005,PO-5038,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9546,0.948,0.953,0.96,Pass,Ana Silva
RI-000146,2025-07-11,SUP-004,HDPE-PCR,RM-HDPE-PCR-00005,PO-5038,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,193.5815,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-000147,2025-07-11,SUP-004,HDPE-PCR,RM-HDPE-PCR-00005,PO-5038,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.4075,0.0,3.0,8.0,Pass,Elena Santos
RI-000148,2025-07-11,SUP-004,HDPE-PCR,RM-HDPE-PCR-00005,PO-5038,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.8152,18.0,24.0,30.0,Pass,Elena Santos
RI-000149,2025-07-11,SUP-003,PETG,RM-PETG-00005,PO-5039,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7715,0.7,0.76,0.82,Pass,Carlos Mendes
RI-000150,2025-07-11,SUP-003,PETG,RM-PETG-00005,PO-5039,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,48.1774,0.0,40.0,60.0,Pass,Ana Silva
RI-000151,2025-07-11,SUP-003,PETG,RM-PETG-00005,PO-5039,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.2902,0.0,0.9,2.2,Pass,Carlos Mendes
RI-000152,2025-07-11,SUP-005,PP,RM-PP-00006,PO-5040,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,4.7972,2.0,3.0,4.5,Fail,Elena Santos
RI-000153,2025-07-11,SUP-005,PP,RM-PP-00006,PO-5040,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9032,0.9,0.905,0.91,Pass,Ana Silva
RI-000154,2025-07-11,SUP-005,PP,RM-PP-00006,PO-5040,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,39.8821,28.0,33.0,38.0,Fail,Diogo Ferreira
RI-000155,2025-07-11,SUP-005,PP,RM-PP-00006,PO-5040,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,110.735,0.0,100.0,200.0,Pass,Ana Silva
RI-000156,2025-07-11,SUP-004,rPET,RM-rPET-00004,PO-5041,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.737,0.68,0.74,0.8,Pass,Diogo Ferreira
RI-000157,2025-07-11,SUP-004,rPET,RM-rPET-00004,PO-5041,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,42.4384,0.0,40.0,70.0,Pass,Beatriz Costa
RI-000158,2025-07-11,SUP-004,rPET,RM-rPET-00004,PO-5041,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,6.1872,0.0,5.0,12.0,Pass,Carlos Mendes
RI-000159,2025-07-11,SUP-004,rPET,RM-rPET-00004,PO-5041,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.5273,0.0,1.5,3.5,Pass,Ana Silva
RI-000160,2025-07-12,SUP-008,Masterbatch,RM-Masterbatch-00005,PO-5042,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.3903,2.0,3.0,4.5,Pass,Beatriz Costa
RI-000161,2025-07-12,SUP-008,Masterbatch,RM-Masterbatch-00005,PO-5042,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4991,3.5,4.5,5.0,Pass,Carlos Mendes
RI-000162,2025-07-12,SUP-008,Masterbatch,RM-Masterbatch-00005,PO-5042,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7998,0.0,0.7,1.8,Pass,Carlos Mendes
RI-000163,2025-07-12,SUP-008,Masterbatch,RM-Masterbatch-00005,PO-5042,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,89.9794,0.0,80.0,150.0,Pass,Diogo Ferreira
RI-000164,2025-07-12,SUP-006,PET,RM-PET-00005,PO-5043,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7943,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-000165,2025-07-12,SUP-006,PET,RM-PET-00005,PO-5043,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,17.9326,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-000166,2025-07-12,SUP-006,PET,RM-PET-00005,PO-5043,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7884,0.0,0.8,2.0,Pass,Elena Santos
RI-000167,2025-07-12,SUP-006,PET,RM-PET-00005,PO-5043,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3399,1.335,1.34,1.345,Pass,Diogo Ferreira
RI-000168,2025-07-12,SUP-007,PP,RM-PP-00007,PO-5044,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.101,2.0,3.0,4.5,Pass,Beatriz Costa
RI-000169,2025-07-12,SUP-007,PP,RM-PP-00007,PO-5044,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.906,0.9,0.905,0.91,Pass,Ana Silva
RI-000170,2025-07-12,SUP-007,PP,RM-PP-00007,PO-5044,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,38.874,28.0,33.0,38.0,Fail,Elena Santos
RI-000171,2025-07-12,SUP-007,PP,RM-PP-00007,PO-5044,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,94.1135,0.0,100.0,200.0,Pass,Elena Santos
RI-000172,2025-07-12,SUP-002,PP-PCR,RM-PP-PCR-00002,PO-5045,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.6558,1.8,2.8,4.8,Pass,Diogo Ferreira
RI-000173,2025-07-12,SUP-002,PP-PCR,RM-PP-PCR-00002,PO-5045,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9026,0.898,0.904,0.912,Pass,Elena Santos
RI-000174,2025-07-12,SUP-002,PP-PCR,RM-PP-PCR-00002,PO-5045,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.1738,0.0,4.0,10.0,Pass,Beatriz Costa
RI-000175,2025-07-12,SUP-002,PP-PCR,RM-PP-PCR-00002,PO-5045,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.7174,24.0,30.0,36.0,Pass,Ana Silva
RI-000176,2025-07-12,SUP-005,PVC,RM-PVC-00005,PO-5046,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3518,1.35,1.38,1.41,Pass,Carlos Mendes
RI-000177,2025-07-12,SUP-005,PVC,RM-PVC-00005,PO-5046,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,47.3828,40.0,48.0,55.0,Pass,Beatriz Costa
RI-000178,2025-07-12,SUP-005,PVC,RM-PVC-00005,PO-5046,Ash Content,ASTM D5630,Muffle Furnace,%,1.337,0.0,1.2,3.0,Pass,Carlos Mendes
RI-000179,2025-07-12,SUP-004,rPET,RM-rPET-00005,PO-5047,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.6795,0.68,0.74,0.8,Fail,Elena Santos
RI-000180,2025-07-12,SUP-004,rPET,RM-rPET-00005,PO-5047,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,42.1933,0.0,40.0,70.0,Pass,Beatriz Costa
RI-000181,2025-07-12,SUP-004,rPET,RM-rPET-00005,PO-5047,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,6.3324,0.0,5.0,12.0,Pass,Ana Silva
RI-000182,2025-07-12,SUP-004,rPET,RM-rPET-00005,PO-5047,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.2904,0.0,1.5,3.5,Pass,Diogo Ferreira
RI-000183,2025-07-13,SUP-008,Masterbatch,RM-Masterbatch-00006,PO-5048,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.058,2.0,3.0,4.5,Pass,Elena Santos
RI-000184,2025-07-13,SUP-008,Masterbatch,RM-Masterbatch-00006,PO-5048,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5149,3.5,4.5,5.0,Pass,Ana Silva
RI-000185,2025-07-13,SUP-008,Masterbatch,RM-Masterbatch-00006,PO-5048,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8919,0.0,0.7,1.8,Pass,Beatriz Costa
RI-000186,2025-07-13,SUP-008,Masterbatch,RM-Masterbatch-00006,PO-5048,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,116.6261,0.0,80.0,150.0,Pass,Elena Santos
RI-000187,2025-07-13,SUP-003,PETG,RM-PETG-00006,PO-5049,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.765,0.7,0.76,0.82,Pass,Carlos Mendes
RI-000188,2025-07-13,SUP-003,PETG,RM-PETG-00006,PO-5049,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,33.8052,0.0,40.0,60.0,Pass,Elena Santos
RI-000189,2025-07-13,SUP-003,PETG,RM-PETG-00006,PO-5049,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9813,0.0,0.9,2.2,Pass,Ana Silva
RI-000190,2025-07-13,SUP-007,PP,RM-PP-00008,PO-5050,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.3088,2.0,3.0,4.5,Pass,Ana Silva
RI-000191,2025-07-13,SUP-007,PP,RM-PP-00008,PO-5050,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9042,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-000192,2025-07-13,SUP-007,PP,RM-PP-00008,PO-5050,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.4591,28.0,33.0,38.0,Pass,Diogo Ferreira
RI-000193,2025-07-13,SUP-007,PP,RM-PP-00008,PO-5050,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,107.5537,0.0,100.0,200.0,Pass,Beatriz Costa
RI-000194,2025-07-14,SUP-001,LDPE,RM-LDPE-00003,PO-5051,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7648,0.5,0.75,1.1,Pass,Carlos Mendes
RI-000195,2025-07-14,SUP-001,LDPE,RM-LDPE-00003,PO-5051,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9217,0.918,0.922,0.926,Pass,Diogo Ferreira
RI-000196,2025-07-14,SUP-001,LDPE,RM-LDPE-00003,PO-5051,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,131.2362,0.0,120.0,250.0,Pass,Beatriz Costa
RI-000197,2025-07-14,SUP-001,MDPE,RM-MDPE-00004,PO-5052,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4052,0.3,0.45,0.65,Pass,Elena Santos
RI-000198,2025-07-14,SUP-001,MDPE,RM-MDPE-00004,PO-5052,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9415,0.933,0.937,0.941,Fail,Beatriz Costa
RI-000199,2025-07-14,SUP-001,MDPE,RM-MDPE-00004,PO-5052,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,136.7663,0.0,130.0,260.0,Pass,Carlos Mendes
RI-000200,2025-07-14,SUP-008,Masterbatch,RM-Masterbatch-00007,PO-5053,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.6682,2.0,3.0,4.5,Pass,Elena Santos
RI-000201,2025-07-14,SUP-008,Masterbatch,RM-Masterbatch-00007,PO-5053,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,3.4775,3.5,4.5,5.0,Fail,Elena Santos
RI-000202,2025-07-14,SUP-008,Masterbatch,RM-Masterbatch-00007,PO-5053,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6911,0.0,0.7,1.8,Pass,Carlos Mendes
RI-000203,2025-07-14,SUP-008,Masterbatch,RM-Masterbatch-00007,PO-5053,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,61.8173,0.0,80.0,150.0,Pass,Diogo Ferreira
RI-000204,2025-07-15,SUP-006,HDPE,RM-HDPE-00005,PO-5054,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3926,0.25,0.35,0.45,Pass,Elena Santos
RI-000205,2025-07-15,SUP-006,HDPE,RM-HDPE-00005,PO-5054,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9541,0.95,0.954,0.958,Pass,Elena Santos
RI-000206,2025-07-15,SUP-006,HDPE,RM-HDPE-00005,PO-5054,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,118.2902,0.0,150.0,300.0,Pass,Carlos Mendes
RI-000207,2025-07-15,SUP-006,HDPE,RM-HDPE-00005,PO-5054,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.1131,20.0,26.0,32.0,Pass,Beatriz Costa
RI-000208,2025-07-15,SUP-004,HDPE-PCR,RM-HDPE-PCR-00006,PO-5055,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3417,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-000209,2025-07-15,SUP-004,HDPE-PCR,RM-HDPE-PCR-00006,PO-5055,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9542,0.948,0.953,0.96,Pass,Diogo Ferreira
RI-000210,2025-07-15,SUP-004,HDPE-PCR,RM-HDPE-PCR-00006,PO-5055,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,222.623,0.0,200.0,400.0,Pass,Ana Silva
RI-000211,2025-07-15,SUP-004,HDPE-PCR,RM-HDPE-PCR-00006,PO-5055,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.0698,0.0,3.0,8.0,Pass,Carlos Mendes
RI-000212,2025-07-15,SUP-004,HDPE-PCR,RM-HDPE-PCR-00006,PO-5055,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.2374,18.0,24.0,30.0,Pass,Elena Santos
RI-000213,2025-07-15,SUP-001,LDPE,RM-LDPE-00004,PO-5056,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.63,0.5,0.75,1.1,Pass,Carlos Mendes
RI-000214,2025-07-15,SUP-001,LDPE,RM-LDPE-00004,PO-5056,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9228,0.918,0.922,0.926,Pass,Beatriz Costa
RI-000215,2025-07-15,SUP-001,LDPE,RM-LDPE-00004,PO-5056,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,120.3027,0.0,120.0,250.0,Pass,Ana Silva
RI-000216,2025-07-15,SUP-008,Masterbatch,RM-Masterbatch-00008,PO-5057,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.7542,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-000217,2025-07-15,SUP-008,Masterbatch,RM-Masterbatch-00008,PO-5057,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.3221,3.5,4.5,5.0,Pass,Diogo Ferreira
RI-000218,2025-07-15,SUP-008,Masterbatch,RM-Masterbatch-00008,PO-5057,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6735,0.0,0.7,1.8,Pass,Carlos Mendes
RI-000219,2025-07-15,SUP-008,Masterbatch,RM-Masterbatch-00008,PO-5057,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,84.663,0.0,80.0,150.0,Pass,Carlos Mendes
RI-000220,2025-07-15,SUP-002,PP-PCR,RM-PP-PCR-00003,PO-5058,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.1024,1.8,2.8,4.8,Pass,Carlos Mendes
RI-000221,2025-07-15,SUP-002,PP-PCR,RM-PP-PCR-00003,PO-5058,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9046,0.898,0.904,0.912,Pass,Elena Santos
RI-000222,2025-07-15,SUP-002,PP-PCR,RM-PP-PCR-00003,PO-5058,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.5935,0.0,4.0,10.0,Pass,Elena Santos
RI-000223,2025-07-15,SUP-002,PP-PCR,RM-PP-PCR-00003,PO-5058,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,31.5272,24.0,30.0,36.0,Pass,Diogo Ferreira
RI-000224,2025-07-16,SUP-008,Masterbatch,RM-Masterbatch-00009,PO-5059,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.8116,2.0,3.0,4.5,Pass,Elena Santos
RI-000225,2025-07-16,SUP-008,Masterbatch,RM-Masterbatch-00009,PO-5059,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4638,3.5,4.5,5.0,Pass,Diogo Ferreira
RI-000226,2025-07-16,SUP-008,Masterbatch,RM-Masterbatch-00009,PO-5059,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.4232,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-000227,2025-07-16,SUP-008,Masterbatch,RM-Masterbatch-00009,PO-5059,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,77.5519,0.0,80.0,150.0,Pass,Beatriz Costa
RI-000228,2025-07-16,SUP-002,PP,RM-PP-00009,PO-5060,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.7745,2.0,3.0,4.5,Pass,Ana Silva
RI-000229,2025-07-16,SUP-002,PP,RM-PP-00009,PO-5060,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9052,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-000230,2025-07-16,SUP-002,PP,RM-PP-00009,PO-5060,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,33.0839,28.0,33.0,38.0,Pass,Elena Santos
RI-000231,2025-07-16,SUP-002,PP,RM-PP-00009,PO-5060,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,100.7767,0.0,100.0,200.0,Pass,Carlos Mendes
RI-000232,2025-07-16,SUP-002,PP-PCR,RM-PP-PCR-00004,PO-5061,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,5.0097,1.8,2.8,4.8,Fail,Diogo Ferreira
RI-000233,2025-07-16,SUP-002,PP-PCR,RM-PP-PCR-00004,PO-5061,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9043,0.898,0.904,0.912,Pass,Ana Silva
RI-000234,2025-07-16,SUP-002,PP-PCR,RM-PP-PCR-00004,PO-5061,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.2892,0.0,4.0,10.0,Pass,Elena Santos
RI-000235,2025-07-16,SUP-002,PP-PCR,RM-PP-PCR-00004,PO-5061,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,30.3739,24.0,30.0,36.0,Pass,Carlos Mendes
RI-000236,2025-07-17,SUP-001,HDPE,RM-HDPE-00006,PO-5062,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3467,0.25,0.35,0.45,Pass,Diogo Ferreira
RI-000237,2025-07-17,SUP-001,HDPE,RM-HDPE-00006,PO-5062,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9547,0.95,0.954,0.958,Pass,Carlos Mendes
RI-000238,2025-07-17,SUP-001,HDPE,RM-HDPE-00006,PO-5062,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,159.5658,0.0,150.0,300.0,Pass,Ana Silva
RI-000239,2025-07-17,SUP-001,HDPE,RM-HDPE-00006,PO-5062,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.942,20.0,26.0,32.0,Pass,Beatriz Costa
RI-000240,2025-07-17,SUP-007,LDPE,RM-LDPE-00005,PO-5063,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.6482,0.5,0.75,1.1,Pass,Carlos Mendes
RI-000241,2025-07-17,SUP-007,LDPE,RM-LDPE-00005,PO-5063,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.921,0.918,0.922,0.926,Pass,Elena Santos
RI-000242,2025-07-17,SUP-007,LDPE,RM-LDPE-00005,PO-5063,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,133.5888,0.0,120.0,250.0,Pass,Beatriz Costa
RI-000243,2025-07-17,SUP-006,PET,RM-PET-00006,PO-5064,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7828,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-000244,2025-07-17,SUP-006,PET,RM-PET-00006,PO-5064,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,33.0151,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-000245,2025-07-17,SUP-006,PET,RM-PET-00006,PO-5064,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.92,0.0,0.8,2.0,Pass,Ana Silva
RI-000246,2025-07-17,SUP-006,PET,RM-PET-00006,PO-5064,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3399,1.335,1.34,1.345,Pass,Ana Silva
RI-000247,2025-07-17,SUP-005,PP,RM-PP-00010,PO-5065,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.886,2.0,3.0,4.5,Pass,Carlos Mendes
RI-000248,2025-07-17,SUP-005,PP,RM-PP-00010,PO-5065,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9057,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-000249,2025-07-17,SUP-005,PP,RM-PP-00010,PO-5065,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.975,28.0,33.0,38.0,Pass,Elena Santos
RI-000250,2025-07-17,SUP-005,PP,RM-PP-00010,PO-5065,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,131.4866,0.0,100.0,200.0,Pass,Elena Santos
RI-000251,2025-07-18,SUP-008,Masterbatch,RM-Masterbatch-00010,PO-5066,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.9776,2.0,3.0,4.5,Pass,Carlos Mendes
RI-000252,2025-07-18,SUP-008,Masterbatch,RM-Masterbatch-00010,PO-5066,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.6937,3.5,4.5,5.0,Pass,Elena Santos
RI-000253,2025-07-18,SUP-008,Masterbatch,RM-Masterbatch-00010,PO-5066,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5346,0.0,0.7,1.8,Pass,Elena Santos
RI-000254,2025-07-18,SUP-008,Masterbatch,RM-Masterbatch-00010,PO-5066,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,62.6291,0.0,80.0,150.0,Pass,Elena Santos
RI-000255,2025-07-18,SUP-003,PET,RM-PET-00007,PO-5067,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7789,0.72,0.8,0.86,Pass,Beatriz Costa
RI-000256,2025-07-18,SUP-003,PET,RM-PET-00007,PO-5067,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,22.1694,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-000257,2025-07-18,SUP-003,PET,RM-PET-00007,PO-5067,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9391,0.0,0.8,2.0,Pass,Elena Santos
RI-000258,2025-07-18,SUP-003,PET,RM-PET-00007,PO-5067,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3413,1.335,1.34,1.345,Pass,Beatriz Costa
RI-000259,2025-07-18,SUP-005,PP,RM-PP-00011,PO-5068,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.375,2.0,3.0,4.5,Pass,Ana Silva
