RecordSeq,Date,Process,MachineId,Shift,WorkOrder,MaterialId,MaterialLot,StartWeightKg,EndWeightKg
240,2025-12-11,Blow Molding,ISBM-001,Shift 3,WO-1238,COR-008,COL-COR-008-002,28.7,24.7
241,2025-12-11,Blow Molding,ISBM-001,Shift 2,WO-1239,COR-007,COL-COR-007-002,68.46,64.46
242,2025-12-12,Blow Molding,ISBM-001,Shift 1,WO-1240,COR-001,COL-COR-001-001,129.28,125.28
243,2025-12-13,blow molding,ISBM-001,Shift 1,WO-1241,COR-001,COL-COR-001-001,125.28,121.28
244,2025-12-14,Blow Molding,ISBM-001,shift 3,WO-1242,COR-007,COL-COR-007-002,64.46,60.46
245,2025-12-14,Blow Molding,ISBM-001,Shift 1,WO-1243,COR-007,COL-COR-007-002,60.46,56.46
246,2025-12-15,Blow Molding,ISBM-001,Shift 3,WO-1244,COR-008,COL-COR-008-002,24.7,20.7
247,2025-12-15,Blow Molding,ISBM-001,Shift 2,WO-1245,COR-008,COL-COR-008-002,20.7,16.7
248,2025-12-16,Blow Molding,ISBM-001,Shift 3,WO-1246,COR-008,COL-COR-008-002,16.7,12.7
249,2025-12-16,Blow Molding,ISBM-001,SHIFT 2,WO-1247,COR-008,COL-COR-008-002,12.7,8.7
250,2025-12-17,BLOW MOLDING,ISBM-001,Shift 1,WO-1248,COR-008,COL-COR-008-002,8.7,4.7
251,2025-12-17,Blow Molding,ISBM-001,  Shift 3  ,WO-1249,COR-008,COL-COR-008-002,4.7,0.7
252,2025-12-18,Blow Molding,ISBM-001,Shift 1,WO-1250,COR-004,COL-COR-004-001,33.68,29.68
253,2025-12-19,Blow Molding,ISBM-001,Shift 1,WO-1251,COR-004,COL-COR-004-001,29.68,25.68
254,2025-12-19,blow molding,ISBM-001,SHIFT 2,WO-1252,COR-004,COL-COR-004-001,25.68,21.68
255,2025-12-20,Blow Molding,ISBM-001,Shift 2,WO-1253,COR-007,COL-COR-007-002,56.46,52.46
256,2025-12-21,Blow Molding,ISBM-001,Shift 1,WO-1254,COR-007,COL-COR-007-002,52.46,48.46
257,2025-12-22,  Blow Molding  ,ISBM-001,Shift 1,WO-1255,COR-004,COL-COR-004-001,21.68,17.68
258,2025-12-22,Blow Molding,ISBM-001,Shift 3,WO-1256,COR-004,COL-COR-004-001,17.68,13.68
259,2025-12-23,Blow Molding,ISBM-001,Shift 2,WO-1257,COR-007,,48.46,44.46
260,2025-12-24,Blow Molding,ISBM-001,Shift 3,WO-1258,COR-007,COL-COR-007-002,44.46,40.46
261,2025-12-24,BLOW MOLDING,ISBM-001,Shift 2,WO-1259,COR-007,COL-COR-007-002,40.46,36.46
262,2025-12-25,Blow Molding,ISBM-001,Shift 1,WO-1260,COR-007,COL-COR-007-002,36.46,32.46
263,2025-12-26,Blow Molding,ISBM-001,Shift 1,WO-1261,COR-007,COL-COR-007-002,32.46,28.46
264,2025-12-27,Blow Molding,ISBM-001,Shift 3,WO-1262,COR-007,COL-COR-007-002,28.46,24.46
265,2025-12-27,Blow Molding,ISBM-001,Shift 2,WO-1263,COR-008,COL-COR-008-002,0.7,0.0
266,2025-12-27,Blow Molding,ISBM-001,Shift 2,WO-1263,COR-008,COL-COR-008-003,168.6,165.3
267,2025-12-28,Blow Molding,ISBM-001,Shift 1,WO-1264,COR-008,COL-COR-008-003,165.3,161.3
268,2025-12-29,Blow Molding,ISBM-001,Shift 1,WO-1265,COR-008,COL-COR-008-003,161.3,157.3
269,2025-12-29,Blow Molding,ISBM-001,Shift 2,WO-1266,COR-008,COL-COR-008-003,157.3,153.3
270,2025-12-30,Blow Molding,ISBM-001,Shift 2,WO-1267,COR-008,COL-COR-008-003,153.3,149.3
271,2025-12-31,Blow Molding,ISBM-001,Shift 1,WO-1268,COR-007,COL-COR-007-002,24.46,20.46
272,2026-01-01,Blow Molding,ISBM-001,Shift 1,WO-1269,COR-007,COL-COR-007-002,20.46,16.46
273,2026-01-02,Blow Molding,ISBM-001,Shift 1,WO-1270,COR-008,COL-COR-008-003,149.3,145.3
274,2026-01-02,Blow Molding,ISBM-001,Shift 2,WO-1271,COR-008,COL-COR-008-003,145.3,141.3
275,2026-01-03,Blow Molding,ISBM-001,Shift 1,WO-1272,COR-008,COL-COR-008-003,141.3,137.3
276,2026-01-04,Blow Molding,ISBM-001,Shift 3,WO-1273,COR-008,COL-COR-008-003,137.3,133.3
277,2026-01-04,Blow Molding,ISBM-001,Shift 2,WO-1274,COR-008,COL-COR-008-003,133.3,129.3
278,2026-01-05,Blow Molding,ISBM-001,Shift 3,WO-1275,COR-003,COL-COR-003-001,109.02,105.02
279,2026-01-05,Blow Molding,ISBM-001,Shift 2,WO-1276,COR-007,---,16.46,12.46
280,2026-01-06,Blow Molding,ISBM-001,Shift 1,WO-1277,COR-007,COL-COR-007-002,12.46,8.46
281,2026-01-07,Blow Molding,ISBM-001,Shift 3,WO-1278,COR-007,COL-COR-007-002,8.46,4.46
282,2026-01-08,Blow Molding,ISBM-001,Shift 3,WO-1279,COR-007,COL-COR-007-002,4.46,0.46
283,2026-01-08,Blow Molding,ISBM-001,Shift 3,WO-1280,COR-007,COL-COR-007-003,108.22,104.22
284,2026-01-09,Blow Molding,ISBM-001,Shift 2,WO-1281,COR-007,COL-COR-007-003,104.22,100.22
285,2026-01-10,Blow Molding,ISBM-001,Shift 2,WO-1282,COR-007,COL-COR-007-003,100.22,96.22
286,2026-01-11,Blow Molding,ISBM-001,Shift 1,WO-1283,COR-007,COL-COR-007-003,96.22,92.22
287,2026-01-12,Blow Molding,ISBM-001,Shift 1,WO-1284,COR-004,COL-COR-004-001,13.68,9.68
288,2026-01-13,Blow Molding,ISBM-001,SHIFT 3,WO-1285,COR-004,COL-COR-004-001,9.68,5.68
289,2026-01-13,Blow Molding,ISBM-001,Shift 2,WO-1286,COR-007,COL-COR-007-003,92.22,88.22
290,2026-01-14,Blow Molding,ISBM-001,Shift 1,WO-1287,COR-007,COL-COR-007-003,88.22,84.22
291,2026-01-14,Blow Molding,ISBM-001,  Shift 2  ,WO-1288,COR-007,COL-COR-007-003,84.22,80.22
292,2026-01-15,Blow Molding,ISBM-001,Shift 2,WO-1289,COR-001,COL-COR-001-001,121.28,117.28
293,2026-01-16,Blow Molding,ISBM-001,Shift 1,WO-1290,COR-001,COL-COR-001-001,117.28,113.28
294,2026-01-17,Blow Molding,ISBM-001,Shift 3,WO-1291,COR-003,COL-COR-003-001,105.02,101.02
295,2026-01-17,Blow Molding,ISBM-001,Shift 2,WO-1292,COR-003,COL-COR-003-001,101.02,97.02
296,2026-01-18,Blow Molding,ISBM-001,Shift 1,WO-1293,COR-003,COL-COR-003-001,97.02,93.02
297,2026-01-19,Blow Molding,ISBM-001,Shift 3,WO-1294,COR-008,COL-COR-008-003,129.3,125.3
298,2026-01-19,Blow Molding,ISBM-001,Shift 2,WO-1295,COR-008,COL-COR-008-003,125.3,121.3
299,2026-01-20,Blow Molding,ISBM-001,Shift 2,WO-1296,COR-007,COL-COR-007-003,80.22,76.22
300,2026-01-21,Blow Molding,ISBM-001,Shift 2,WO-1297,COR-007,COL-COR-007-003,76.22,72.22
301,2026-01-22,Blow Molding,ISBM-001,Shift 3,WO-1298,COR-007,COL-COR-007-003,72.22,68.22
302,2026-01-23,Blow Molding,ISBM-001,Shift 3,WO-1299,COR-001,COL-COR-001-001,113.28,109.28
303,2026-01-23,Blow Molding,ISBM-001,Shift 2,WO-1300,COR-004,COL-COR-004-001,5.68,1.68
304,2026-01-24,Blow Molding,ISBM-001,Shift 1,WO-1301,COR-004,COL-COR-004-001,1.68,0.0
305,2026-01-24,Blow Molding,ISBM-001,Shift 1,WO-1301,COR-004,COL-COR-004-002,215.16,212.84
306,2026-01-25,Blow Molding,ISBM-001,Shift 1,WO-1302,COR-008,COL-COR-008-003,121.3,117.3
307,2026-01-26,Blow Molding,ISBM-001,Shift 3,WO-1303,COR-008,COL-COR-008-003,117.3,113.3
308,2026-01-26,Blow Molding,ISBM-001,  Shift 2  ,WO-1304,COR-008,COL-COR-008-003,113.3,109.3
309,2026-01-27,Blow Molding,ISBM-001,Shift 1,WO-1305,COR-003,COL-COR-003-001,93.02,89.02
310,2026-01-28,Blow Molding,ISBM-001,Shift 3,WO-1306,COR-007,COL-COR-007-003,68.22,64.22
311,2026-01-28,Blow Molding,ISBM-001,Shift 3,WO-1307,COR-007,COL-COR-007-003,64.22,60.22
312,2026-01-29,Blow Molding,ISBM-001,Shift 2,WO-1308,COR-007,COL-COR-007-003,60.22,56.22
313,2026-01-30,Blow Molding,ISBM-001,Shift 1,WO-1309,COR-007,COL-COR-007-003,56.22,52.22
314,2026-01-31,Blow Molding,ISBM-001,Shift 1,WO-1310,COR-007,COL-COR-007-003,52.22,48.22
315,2026-02-01,Blow Molding,ISBM-001,Shift 1,WO-1311,COR-008,COL-COR-008-003,109.3,105.3
316,2026-02-02,Blow Molding,ISBM-001,Shift 3,WO-1312,COR-008,COL-COR-008-003,105.3,101.3
317,2026-02-02,Blow Molding,ISBM-001,  Shift 2  ,WO-1313,COR-008,COL-COR-008-003,101.3,97.3
318,2026-02-03,Blow Molding,ISBM-001,Shift 1,WO-1314,COR-008,COL-COR-008-003,97.3,93.3
319,2026-02-03,Blow Molding,ISBM-001,Shift 3,WO-1315,COR-008,COL-COR-008-003,93.3,89.3
320,2026-02-04,Blow Molding,ISBM-001,Shift 2,WO-1316,COR-008,COL-COR-008-003,89.3,85.3
321,2026-02-05,Blow Molding,ISBM-001,Shift 3,WO-1317,COR-008,COL-COR-008-003,85.3,81.3
322,2026-02-06,Blow Molding,ISBM-001,Shift 3,WO-1318,COR-005,COL-COR-005-001,121.41,117.41
323,2026-02-06,Blow Molding,ISBM-001,Shift 2,WO-1319,COR-005,COL-COR-005-001,117.41,113.41
324,2026-02-07,BLOW MOLDING,ISBM-001,Shift 1,WO-1320,COR-008,COL-COR-008-003,81.3,77.3
325,2026-02-08,Blow Molding,ISBM-001,Shift 3,WO-1321,COR-007,COL-COR-007-003,48.22,44.22
326,2026-02-08,Blow Molding,ISBM-001,Shift 2,WO-1322,COR-007,COL-COR-007-003,44.22,40.22
327,2026-02-09,Blow Molding,ISBM-001,Shift 1,WO-1323,COR-008,-,77.3,73.3
328,2026-02-09,Blow Molding,ISBM-001,Shift 2,WO-1324,COR-008,COL-COR-008-003,73.3,69.3
329,2026-02-10,Blow Molding,ISBM-001,Shift 1,WO-1325,COR-008,COL-COR-008-003,69.3,65.3
330,2026-02-11,Blow Molding,ISBM-001,Shift 1,WO-1326,COR-007,COL-COR-007-003,40.22,36.22
331,2026-02-12,Blow Molding,ISBM-001,shift 3,WO-1327,COR-004,-,212.84,208.84
332,2026-02-12,Blow Molding,ISBM-001,Shift 2,WO-1328,COR-004,COL-COR-004-002,208.84,204.84
333,2026-02-13,Blow Molding,ISBM-001,Shift 1,WO-1329,COR-007,COL-COR-007-003,36.22,32.22
334,2026-02-14,Blow Molding,ISBM-001,SHIFT 3,WO-1330,COR-007,COL-COR-007-003,32.22,28.22
335,2026-02-14,Blow Molding,ISBM-001,Shift 2,WO-1331,COR-004,COL-COR-004-002,204.84,200.84
336,2026-02-15,Blow Molding,ISBM-001,Shift 1,WO-1332,COR-004,COL-COR-004-002,200.84,196.84
337,2026-02-16,Blow Molding,ISBM-001,Shift 3,WO-1333,COR-004,COL-COR-004-002,196.84,192.84
338,2026-02-16,Blow Molding,ISBM-001,Shift 2,WO-1334,COR-004,COL-COR-004-002,192.84,188.84
339,2026-02-17,blow molding,ISBM-001,Shift 1,WO-1335,COR-004,COL-COR-004-002,188.84,184.84
340,2026-02-18,Blow Molding,ISBM-001,Shift 3,WO-1336,COR-008,COL-COR-008-003,65.3,61.3
341,2026-02-18,Blow Molding,ISBM-001,Shift 2,WO-1337,COR-008,COL-COR-008-003,61.3,57.3
342,2026-02-19,Blow Molding,ISBM-001,Shift 1,WO-1338,COR-008,COL-COR-008-003,57.3,53.3
343,2026-02-19,Blow Molding,ISBM-001,Shift 3,WO-1339,COR-007,COL-COR-007-003,28.22,24.22
344,2026-02-20,Blow Molding,ISBM-001,Shift 2,WO-1340,COR-007,COL-COR-007-003,24.22,20.22
345,2026-02-21,Blow Molding,ISBM-001,Shift 2,WO-1341,COR-005,COL-COR-005-001,113.41,109.41
346,2026-02-22,Blow Molding,ISBM-001,Shift 3,WO-1342,COR-007,COL-COR-007-003,20.22,16.22
347,2026-02-22,Blow Molding,ISBM-001,Shift 2,WO-1343,COR-008,COL-COR-008-003,53.3,49.3
348,2026-02-23,BLOW MOLDING,ISBM-001,Shift 1,WO-1344,COR-008,COL-COR-008-003,49.3,45.3
349,2026-02-23,Blow Molding,ISBM-001,Shift 3,WO-1345,COR-008,COL-COR-008-003,45.3,41.3
350,2026-02-24,Blow Molding,ISBM-001,Shift 2,WO-1346,COR-008,COL-COR-008-003,41.3,37.3
351,2026-02-25,Blow Molding,ISBM-001,Shift 1,WO-1347,COR-007,COL-COR-007-003,16.22,12.22
352,2026-02-26,Blow Molding,ISBM-001,Shift 1,WO-1348,COR-007,COL-COR-007-003,12.22,8.22
353,2026-02-26,Blow Molding,ISBM-001,Shift 2,WO-1349,COR-007,COL-COR-007-003,8.22,4.22
354,2026-02-27,Blow Molding,ISBM-001,Shift 2,WO-1350,COR-008,COL-COR-008-003,37.3,33.3
355,2026-02-28,Blow Molding,ISBM-001,SHIFT 1,WO-1351,COR-008,COL-COR-008-003,33.3,29.3
356,2026-03-01,Blow Molding,ISBM-001,Shift 1,WO-1352,COR-008,COL-COR-008-003,29.3,25.3
357,2026-03-01,Blow Molding,ISBM-001,Shift 3,WO-1353,COR-001,COL-COR-001-001,109.28,105.28
358,2026-03-02,Blow Molding,ISBM-001,Shift 2,WO-1354,COR-001,COL-COR-001-001,105.28,101.28
359,2026-03-03,Blow Molding,ISBM-001,Shift 3,WO-1355,COR-001,n/a,101.28,97.28
360,2026-03-03,Blow Molding,ISBM-001,Shift 2,WO-1356,COR-008,n/a,25.3,21.3
361,2026-03-04,Blow Molding,ISBM-001,Shift 1,WO-1357,COR-008,COL-COR-008-003,21.3,17.3
362,2026-03-05,  Blow Molding  ,ISBM-001,Shift 3,WO-1358,COR-008,COL-COR-008-003,17.3,13.3
363,2026-03-05,Blow Molding,ISBM-001,shift 2,WO-1359,COR-008,COL-COR-008-003,13.3,9.3
364,2026-03-06,Blow Molding,ISBM-001,Shift 3,WO-1360,COR-008,--,9.3,5.3
365,2026-03-07,Blow Molding,ISBM-001,Shift 3,WO-1361,COR-007,COL-COR-007-003,4.22,0.22
366,2026-03-07,Blow Molding,ISBM-001,Shift 2,WO-1362,COR-007,COL-COR-007-004,169.68,165.68
367,2026-03-08,Blow Molding,ISBM-001,Shift 2,WO-1363,COR-007,COL-COR-007-004,165.68,161.68
368,2026-03-09,Blow Molding,ISBM-001,  Shift 3  ,WO-1364,COR-008,COL-COR-008-003,5.3,1.3
369,2026-03-09,blow molding,ISBM-001,Shift 2,WO-1365,COR-008,COL-COR-008-003,1.3,0.0
370,2026-03-09,Blow Molding,ISBM-001,Shift 2,WO-1365,COR-008,-,241.25,238.55
371,2026-03-10,Blow Molding,ISBM-001,SHIFT 2,WO-1366,COR-008,COL-COR-008-004,238.55,234.55
372,2026-03-11,Blow Molding,ISBM-001,Shift 1,WO-1367,COR-008,COL-COR-008-004,234.55,230.55
373,2026-03-12,Blow Molding,ISBM-001,Shift 3,WO-1368,COR-008,COL-COR-008-004,230.55,226.55
374,2026-03-13,Blow Molding,ISBM-001,Shift 3,WO-1369,COR-008,COL-COR-008-004,226.55,222.55
375,2026-03-13,Blow Molding,ISBM-001,Shift 1,WO-1370,COR-005,COL-COR-005-001,109.41,105.41
376,2026-03-14,Blow Molding,ISBM-001,Shift 3,WO-1371,COR-007,COL-COR-007-004,161.68,157.68
377,2026-03-14,Blow Molding,ISBM-001,Shift 2,WO-1372,COR-007,COL-COR-007-004,157.68,153.68
378,2026-03-15,Blow Molding,ISBM-001,Shift 1,WO-1373,COR-004,COL-COR-004-002,184.84,180.84
379,2026-03-16,  Blow Molding  ,ISBM-001,Shift 3,WO-1374,COR-004,COL-COR-004-002,180.84,176.84
380,2026-03-16,Blow Molding,ISBM-001,Shift 2,WO-1375,COR-008,COL-COR-008-004,222.55,218.55
381,2026-03-17,Blow Molding,ISBM-001,Shift 1,WO-1376,COR-003,COL-COR-003-001,89.02,85.02
382,2026-03-18,Blow Molding,ISBM-001,Shift 3,WO-1377,COR-003,COL-COR-003-001,85.02,81.02
383,2026-03-19,BLOW MOLDING,ISBM-001,Shift 3,WO-1378,COR-007,COL-COR-007-004,153.68,149.68
384,2026-03-19,  Blow Molding  ,ISBM-001,Shift 2,WO-1379,COR-007,COL-COR-007-004,149.68,145.68
385,2026-03-20,Blow Molding,ISBM-001,Shift 2,WO-1380,COR-007,COL-COR-007-004,145.68,141.68
386,2026-03-21,Blow Molding,ISBM-001,Shift 1,WO-1381,COR-008,COL-COR-008-004,218.55,214.55
387,2026-03-22,Blow Molding,ISBM-001,Shift 3,WO-1382,COR-007,,141.68,137.68
388,2026-03-22,Blow Molding,ISBM-001,Shift 3,WO-1383,COR-007,COL-COR-007-004,137.68,133.68
389,2026-03-23,Blow Molding,ISBM-001,SHIFT 1,WO-1384,COR-007,COL-COR-007-004,133.68,129.68
390,2026-03-23,Blow Molding,ISBM-001,Shift 3,WO-1385,COR-007,COL-COR-007-004,129.68,125.68
391,2026-03-24,Blow Molding,ISBM-001,Shift 2,WO-1386,COR-008,COL-COR-008-004,214.55,210.55
392,2026-03-25,Blow Molding,ISBM-001,Shift 1,WO-1387,COR-008,COL-COR-008-004,210.55,206.55
393,2026-03-25,BLOW MOLDING,ISBM-001,Shift 2,WO-1388,COR-008,COL-COR-008-004,206.55,202.55
394,2026-03-26,Blow Molding,ISBM-001,Shift 1,WO-1389,COR-008,COL-COR-008-004,202.55,198.55
395,2026-03-26,Blow Molding,ISBM-001,Shift 2,WO-1390,COR-008,COL-COR-008-004,198.55,194.55
396,2026-03-27,Blow Molding,ISBM-001,Shift 2,WO-1391,COR-008,COL-COR-008-004,194.55,190.55
397,2026-03-28,Blow Molding,ISBM-001,Shift 1,WO-1392,COR-008,COL-COR-008-004,190.55,186.55
398,2026-03-29,Blow Molding,ISBM-001,shift 3,WO-1393,COR-008,COL-COR-008-004,186.55,182.55
399,2026-03-29,Blow Molding,ISBM-001,Shift 2,WO-1394,COR-003,COL-COR-003-001,81.02,77.02
400,2026-03-30,Blow Molding,ISBM-001,Shift 1,WO-1395,COR-003,COL-COR-003-001,77.02,73.02
401,2026-03-31,Blow Molding,ISBM-001,SHIFT 3,WO-1396,COR-008,COL-COR-008-004,182.55,178.55
402,2026-03-31,  Blow Molding  ,ISBM-001,Shift 2,WO-1397,COR-008,COL-COR-008-004,178.55,174.55
403,2026-04-01,Blow Molding,ISBM-001,Shift 2,WO-1398,COR-008,COL-COR-008-004,174.55,170.55
404,2026-04-02,Blow Molding,ISBM-001,Shift 1,WO-1399,COR-008,COL-COR-008-004,170.55,166.55
405,2026-04-03,Blow Molding,ISBM-001,Shift 3,WO-1400,COR-008,COL-COR-008-004,166.55,162.55
406,2026-04-03,Blow Molding,ISBM-001,Shift 2,WO-1401,COR-008,COL-COR-008-004,162.55,158.55
407,2026-04-04,Blow Molding,ISBM-001,Shift 1,WO-1402,COR-003,COL-COR-003-001,73.02,69.02
408,2026-04-05,Blow Molding,ISBM-001,Shift 3,WO-1403,COR-003,COL-COR-003-001,69.02,65.02
409,2026-04-05,Blow Molding,ISBM-001,Shift 3,WO-1404,COR-003,COL-COR-003-001,65.02,61.02
410,2026-04-06,Blow Molding,ISBM-001,Shift 2,WO-1405,COR-008,COL-COR-008-004,158.55,154.55
411,2026-04-07,Blow Molding,ISBM-001,Shift 1,WO-1406,COR-007,COL-COR-007-004,125.68,121.68
412,2026-04-08,  Blow Molding  ,ISBM-001,Shift 1,WO-1407,COR-008,COL-COR-008-004,154.55,150.55
413,2026-04-08,Blow Molding,ISBM-001,Shift 2,WO-1408,COR-008,COL-COR-008-004,150.55,146.55
414,2026-04-09,Blow Molding,ISBM-001,Shift 1,WO-1409,COR-007,COL-COR-007-004,121.68,117.68
415,2026-04-09,Blow Molding,ISBM-001,Shift 3,WO-1410,COR-007,COL-COR-007-004,117.68,113.68
416,2026-04-10,BLOW MOLDING,ISBM-001,Shift 1,WO-1411,COR-007,COL-COR-007-004,113.68,109.68
417,2026-04-11,Blow Molding,ISBM-001,Shift 3,WO-1412,COR-007,COL-COR-007-004,109.68,105.68
418,2026-04-11,Blow Molding,ISBM-001,  Shift 2  ,WO-1413,COR-007,COL-COR-007-004,105.68,101.68
419,2026-04-12,Blow Molding,ISBM-001,Shift 1,WO-1414,COR-007,COL-COR-007-004,101.68,97.68
420,2026-04-13,Blow Molding,ISBM-001,SHIFT 3,WO-1415,COR-001,COL-COR-001-001,97.28,93.28
421,2026-04-13,Blow Molding,ISBM-001,Shift 2,WO-1416,COR-001,COL-COR-001-001,93.28,89.28
422,2026-04-14,Blow Molding,ISBM-001,Shift 1,WO-1417,COR-001,COL-COR-001-001,89.28,85.28
423,2026-04-15,Blow Molding,ISBM-001,Shift 1,WO-1418,COR-007,COL-COR-007-004,97.68,93.68
424,2026-04-16,Blow Molding,ISBM-001,  Shift 3  ,WO-1419,COR-005,COL-COR-005-001,105.41,101.41
425,2026-04-16,Blow Molding,ISBM-001,  Shift 2  ,WO-1420,COR-005,COL-COR-005-001,101.41,97.41
426,2026-04-17,Blow Molding,ISBM-001,Shift 2,WO-1421,COR-008,COL-COR-008-004,146.55,142.55
427,2026-04-18,Blow Molding,ISBM-001,Shift 2,WO-1422,COR-008,COL-COR-008-004,142.55,138.55
428,2026-04-19,Blow Molding,ISBM-001,Shift 3,WO-1423,COR-007,//,93.68,89.68
429,2026-04-20,Blow Molding,ISBM-001,Shift 3,WO-1424,COR-007,COL-COR-007-004,89.68,85.68
430,2026-04-20,Blow Molding,ISBM-001,Shift 2,WO-1425,COR-008,COL-COR-008-004,138.55,134.55
431,2026-04-21,Blow Molding,ISBM-001,Shift 2,WO-1426,COR-008,COL-COR-008-004,134.55,130.55
432,2026-04-22,Blow Molding,ISBM-001,Shift 1,WO-1427,COR-008,COL-COR-008-004,130.55,126.55
433,2026-04-23,Blow Molding,ISBM-001,Shift 3,WO-1428,COR-001,COL-COR-001-001,85.28,81.28
434,2026-04-23,Blow Molding,ISBM-001,Shift 3,WO-1429,COR-007,COL-COR-007-004,85.68,81.68
435,2026-04-24,Blow Molding,ISBM-001,Shift 3,WO-1430,COR-007,---,81.68,77.68
436,2026-04-25,Blow Molding,ISBM-001,Shift 2,WO-1431,COR-007,COL-COR-007-004,77.68,73.68
437,2026-04-26,Blow Molding,ISBM-001,  Shift 3  ,WO-1432,COR-008,COL-COR-008-004,126.55,122.55
438,2026-04-26,Blow Molding,ISBM-001,Shift 2,WO-1433,COR-008,COL-COR-008-004,122.55,118.55
439,2026-04-27,Blow Molding,ISBM-001,Shift 2,WO-1434,COR-008,COL-COR-008-004,118.55,114.55
440,2026-04-28,Blow Molding,ISBM-001,Shift 1,WO-1435,COR-007,COL-COR-007-004,73.68,69.68
441,2026-04-29,Blow Molding,ISBM-001,Shift 1,WO-1436,COR-003,COL-COR-003-001,61.02,57.02
442,2026-04-30,Blow Molding,ISBM-001,Shift 3,WO-1437,COR-003,COL-COR-003-001,57.02,53.02
443,2026-04-30,Blow Molding,ISBM-001,SHIFT 1,WO-1438,COR-008,COL-COR-008-004,114.55,110.55
444,2026-05-01,BLOW MOLDING,ISBM-001,Shift 3,WO-1439,COR-008,COL-COR-008-004,110.55,106.55
445,2026-05-01,Blow Molding,ISBM-001,Shift 2,WO-1440,COR-008,COL-COR-008-004,106.55,102.55
446,2026-05-02,Blow Molding,ISBM-001,Shift 1,WO-1441,COR-007,COL-COR-007-004,69.68,65.68
447,2026-05-03,Blow Molding,ISBM-001,SHIFT 3,WO-1442,COR-008,COL-COR-008-004,102.55,98.55
448,2026-05-03,Blow Molding,ISBM-001,Shift 3,WO-1443,COR-007,COL-COR-007-004,65.68,61.68
449,2026-05-04,Blow Molding,ISBM-001,Shift 1,WO-1444,COR-007,COL-COR-007-004,61.68,57.68
450,2026-05-05,Blow Molding,ISBM-001,shift 3,WO-1445,COR-007,COL-COR-007-004,57.68,53.68
451,2026-05-05,Blow Molding,ISBM-001,Shift 3,WO-1446,COR-007,COL-COR-007-004,53.68,49.68
452,2026-05-06,Blow Molding,ISBM-001,Shift 1,WO-1447,COR-007,COL-COR-007-004,49.68,45.68
453,2026-05-07,Blow Molding,ISBM-001,Shift 3,WO-1448,COR-007,COL-COR-007-004,45.68,41.68
454,2026-05-07,Blow Molding,ISBM-001,  Shift 2  ,WO-1449,COR-008,COL-COR-008-004,98.55,94.55
455,2026-05-08,Blow Molding,ISBM-001,Shift 1,WO-1450,COR-008,COL-COR-008-004,94.55,90.55
456,2026-05-09,Blow Molding,ISBM-001,Shift 3,WO-1451,COR-008,COL-COR-008-004,90.55,86.55
457,2026-05-09,BLOW MOLDING,ISBM-001,Shift 2,WO-1452,COR-008,COL-COR-008-004,86.55,82.55
458,2026-05-10,Blow Molding,ISBM-001,Shift 3,WO-1453,COR-008,COL-COR-008-004,82.55,78.55
459,2026-05-10,Blow Molding,ISBM-001,Shift 3,WO-1454,COR-008,COL-COR-008-004,78.55,74.55
460,2026-05-11,Blow Molding,ISBM-001,Shift 2,WO-1455,COR-008,COL-COR-008-004,74.55,70.55
461,2026-05-12,Blow Molding,ISBM-001,Shift 1,WO-1456,COR-007,COL-COR-007-004,41.68,37.68
462,2026-05-13,Blow Molding,ISBM-001,Shift 1,WO-1457,COR-007,COL-COR-007-004,37.68,33.68
463,2026-05-14,Blow Molding,ISBM-001,Shift 3,WO-1458,COR-007,COL-COR-007-004,33.68,29.68
464,2026-05-14,Blow Molding,ISBM-001,Shift 2,WO-1459,COR-008,n/a,70.55,66.55
465,2026-05-15,Blow Molding,ISBM-001,SHIFT 1,WO-1460,COR-007,COL-COR-007-004,29.68,25.68
466,2026-05-16,Blow Molding,ISBM-001,Shift 3,WO-1461,COR-005,COL-COR-005-001,97.41,93.41
467,2026-05-16,blow molding,ISBM-001,  Shift 2  ,WO-1462,COR-005,COL-COR-005-001,93.41,89.41
468,2026-05-17,  Blow Molding  ,ISBM-001,Shift 3,WO-1463,COR-008,COL-COR-008-004,66.55,62.55
469,2026-05-17,Blow Molding,ISBM-001,Shift 2,WO-1464,COR-008,COL-COR-008-004,62.55,58.55
470,2026-05-18,Blow Molding,ISBM-001,Shift 1,WO-1465,COR-003,COL-COR-003-001,53.02,49.02
471,2026-05-19,Blow Molding,ISBM-001,Shift 1,WO-1466,COR-003,COL-COR-003-001,49.02,45.02
472,2026-05-20,Blow Molding,ISBM-001,Shift 1,WO-1467,COR-007,COL-COR-007-004,25.68,21.68
473,2026-05-21,Blow Molding,ISBM-001,Shift 3,WO-1468,COR-007,COL-COR-007-004,21.68,17.68
474,2026-05-21,Blow Molding,ISBM-001,Shift 2,WO-1469,COR-007,COL-COR-007-004,17.68,13.68
475,2026-05-22,Blow Molding,ISBM-001,Shift 1,WO-1470,COR-004,COL-COR-004-002,176.84,172.84
476,2026-05-23,Blow Molding,ISBM-001,Shift 1,WO-1471,COR-008,COL-COR-008-004,58.55,54.55
477,2026-05-24,Blow Molding,ISBM-001,Shift 1,WO-1472,COR-007,COL-COR-007-004,13.68,9.68
478,2026-05-24,Blow Molding,ISBM-001,Shift 2,WO-1473,COR-007,/,9.68,5.68
479,2026-05-25,Blow Molding,ISBM-001,Shift 2,WO-1474,COR-008,COL-COR-008-004,54.55,50.55
