ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-INJ-001-5564,WO-7535,2025-10-26,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,18661,M,315,0,4,1,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-27 09:49:03.993,—,Ana Silva
LOTE-M-INJ-001-5565,WO-7536,2025-10-27,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,21197,M,315,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-10-28 07:29:00.941,—,Diogo Ferreira
LOTE-M-INJ-001-5566,WO-7537,2025-10-27,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,24803,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-29 17:25:42.296,—,Carlos Mendes
LOTE-M-INJ-001-5567,WO-7539,2025-10-29,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,22951,M,315,1,6,1,8,Conforming,Rejected,Approved,Approved - Released on Deviation,2025-10-31 00:05:37.130,—,Beatriz Costa
LOTE-M-INJ-001-5568,WO-7542,2025-10-31,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,41631,M,315,0,7,9,16,Conforming,Approved,Approved,Approved - First Pass,2025-11-01 16:50:22.369,—,Diogo Ferreira
LOTE-M-INJ-001-5569,WO-7545,2025-11-02,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,42308,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-03 03:40:02.926,—,Ana Silva
LOTE-M-INJ-001-5570,WO-7546,2025-11-02,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,8367,L,200,0,5,5,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-03 21:53:56.159,—,Carlos Mendes
LOTE-M-INJ-001-5571,WO-7547,2025-11-03,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,1497,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-04 19:09:00.705,—,Elena Santos
LOTE-M-INJ-001-5572,WO-7549,2025-11-05,SHIFT 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,34109,M,315,1,2,7,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-11-06 10:32:09.453,Sealing:1(Re=1),Ana Silva
LOTE-M-INJ-001-5573,WO-7552,2025-11-07,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,35670,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-08 08:02:44.635,—,Beatriz Costa
LOTE-M-INJ-001-5574,WO-7555,2025-11-09,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,54353,M,315,0,1,11,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-10 21:57:11.314,—,Carlos Mendes
LOTE-M-INJ-001-5575,WO-7556,2025-11-10,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,15525,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-11-11 09:30:52.636,—,Elena Santos
LOTE-M-INJ-001-5576,WO-7558,2025-11-11,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,31746,M,315,0,0,14,14,Conforming,Approved,Approved,Approved - First Pass,2025-11-12 22:38:59.950,—,Diogo Ferreira
LOTE-M-INJ-001-5577,WO-7560,2025-11-13,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,26957,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-11-14 05:01:07.944,—,Ana Silva
LOTE-M-INJ-001-5578,WO-7562,2025-11-14,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,34551,M,315,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2025-11-15 22:43:07.474,—,Diogo Ferreira
LOTE-M-INJ-001-5579,WO-7565,2025-11-16,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,39535,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2025-11-17 17:57:58.893,—,Beatriz Costa
LOTE-M-INJ-001-5580,WO-7566,2025-11-17,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,11898,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2025-11-17 23:54:20.052,—,Beatriz Costa
LOTE-M-INJ-001-5581,WO-7567,2025-11-17,  Shift 2  ,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,11012,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-11-19 03:57:38.790,—,Ana Silva
LOTE-M-INJ-001-5582,WO-7568,2025-11-18,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,13222,M,315,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2025-11-19 14:02:37.056,—,Carlos Mendes
LOTE-M-INJ-001-5583,WO-7570,2025-11-19,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,33494,M,315,0,0,15,15,Conforming,Approved,Approved,Approved - First Pass,2025-11-21 01:38:08.313,—,Carlos Mendes
LOTE-M-INJ-001-5584,WO-7572,2025-11-21,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,33524,M,315,2,2,5,9,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-11-22 14:21:06.706,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-001-5585,WO-7574,2025-11-22,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,19256,M,315,0,0,10,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-23 09:18:24.152,—,Diogo Ferreira
LOTE-M-INJ-001-5586,WO-7576,2025-11-23,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,29292,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-11-24 19:49:14.777,—,Ana Silva
LOTE-M-INJ-001-5587,WO-7578,2025-11-25,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,39400,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-27 03:21:02.124,—,Diogo Ferreira
LOTE-M-INJ-001-5588,WO-7579,2025-11-26,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,20396,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2025-11-27 05:49:26.425,—,Ana Silva
LOTE-M-INJ-001-5589,WO-7581,2025-11-27,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,24481,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-28 13:40:24.367,—,Carlos Mendes
LOTE-M-INJ-001-5590,WO-7583,2025-11-28,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,23702,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2025-11-29 13:38:32.599,—,Diogo Ferreira
LOTE-M-INJ-001-5591,WO-7584,2025-11-29,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,15258,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2025-11-30 09:57:57.345,—,Elena Santos
LOTE-M-INJ-001-5592,WO-7587,2025-12-01,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,49914,M,315,0,2,13,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-03 05:01:24.771,—,Diogo Ferreira
LOTE-M-INJ-001-5593,WO-7590,2025-12-03,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,49525,M,315,2,7,3,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-05 04:49:54.052,Sealing:2(Re=1),Carlos Mendes
LOTE-M-INJ-001-5594,WO-7593,2025-12-05,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,43046,M,315,1,2,1,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-06 22:14:23.811,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5595,WO-7594,2025-12-06,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,17042,M,315,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-07 18:59:59.337,—,Ana Silva
LOTE-M-INJ-001-5596,WO-7596,2025-12-08,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,28525,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-12-09 15:11:37.064,—,Elena Santos
LOTE-M-INJ-001-5597,WO-7597,2025-12-08,SHIFT 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,8795,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-12-09 21:29:55.421,—,Beatriz Costa
LOTE-M-INJ-001-5598,WO-7599,2025-12-09,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,27382,M,315,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-10 20:39:51.789,—,Beatriz Costa
LOTE-M-INJ-001-5599,WO-7600,2025-12-10,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,14213,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-11 09:39:49.962,—,Ana Silva
LOTE-M-INJ-001-5600,WO-7603,2025-12-12,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,52177,M,315,0,7,8,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-13 23:31:46.586,—,Beatriz Costa
LOTE-M-INJ-001-5601,WO-7605,2025-12-14,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,27425,M,315,0,5,2,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 00:43:51.078,—,Ana Silva
LOTE-M-INJ-001-5602,WO-7606,2025-12-14,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,22612,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 20:09:15.095,—,Diogo Ferreira
LOTE-M-INJ-001-5603,WO-7609,2025-12-16,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,37203,M,315,0,15,9,24,Conforming,Approved,Approved,Approved - First Pass,2025-12-18 09:01:28.769,—,Ana Silva
LOTE-M-INJ-001-5604,WO-7611,2025-12-18,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,33106,M,315,0,4,8,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-19 10:33:14.537,—,Elena Santos
LOTE-M-INJ-001-5605,WO-7614,2025-12-20,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,34531,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-21 06:46:41.505,—,Elena Santos
LOTE-M-INJ-001-5606,WO-7616,2025-12-21,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,23295,M,315,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-22 07:16:51.816,—,Carlos Mendes
LOTE-M-INJ-001-5607,WO-7617,2025-12-21,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,19674,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 04:25:04.050,—,Carlos Mendes
LOTE-M-INJ-001-5608,WO-7619,2025-12-23,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,20576,M,315,2,0,5,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-24 01:48:27.498,Sealing:1(Re=1),Beatriz Costa
LOTE-M-INJ-001-5609,WO-7621,2025-12-24,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,34458,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-25 00:31:12.660,—,Beatriz Costa
LOTE-M-INJ-001-5610,WO-7622,2025-12-24,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,23444,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-26 01:32:21.213,—,Beatriz Costa
LOTE-M-INJ-001-5611,WO-7624,2025-12-26,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,23067,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-27 10:32:05.903,—,Carlos Mendes
LOTE-M-INJ-001-5612,WO-7626,2025-12-27,SHIFT 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,37297,M,315,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-28 18:07:37.810,—,Elena Santos
LOTE-M-INJ-001-5613,WO-7628,2025-12-29,  Shift 1  ,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,21335,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-30 11:55:52.401,—,Elena Santos
LOTE-M-INJ-001-5614,WO-7630,2025-12-30,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,28539,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2025-12-31 23:31:01.662,—,Beatriz Costa
LOTE-M-INJ-001-5615,WO-7632,2025-12-31,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,26237,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-01-02 00:06:07.802,—,Carlos Mendes
LOTE-M-INJ-001-5616,WO-7633,2026-01-01,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,11650,M,315,1,0,3,4,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-01-02 14:03:30.583,—,Ana Silva
LOTE-M-INJ-001-5617,WO-7636,2026-01-03,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,40320,M,315,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2026-01-04 11:03:31.338,—,Diogo Ferreira
LOTE-M-INJ-001-5618,WO-7639,2026-01-05,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,52496,M,315,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-06 03:37:14.451,—,Beatriz Costa
LOTE-M-INJ-001-5619,WO-7641,2026-01-06,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,28206,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-07 14:35:22.889,—,Carlos Mendes
LOTE-M-INJ-001-5620,WO-7643,2026-01-07,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,25608,M,315,0,6,7,13,Conforming,Approved,Approved,Approved - First Pass,2026-01-08 11:26:58.499,—,Diogo Ferreira
LOTE-M-INJ-001-5621,WO-7644,2026-01-08,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,17488,M,315,0,3,2,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-09 06:21:06.135,—,Carlos Mendes
LOTE-M-INJ-001-5622,WO-7645,2026-01-08,Shift 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,20559,M,315,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-10 09:10:12.981,—,Ana Silva
LOTE-M-INJ-001-5623,WO-7647,2026-01-10,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,21941,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 06:57:11.669,—,Elena Santos
LOTE-M-INJ-001-5624,WO-7648,2026-01-10,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,8907,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 15:45:19.033,—,Carlos Mendes
LOTE-M-INJ-001-5625,WO-7649,2026-01-11,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,18056,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-01-12 16:00:38.183,—,Beatriz Costa
LOTE-M-INJ-001-5626,WO-7651,2026-01-12,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,41985,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 21:00:35.626,—,Diogo Ferreira
LOTE-M-INJ-001-5627,WO-7652,2026-01-13,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,12608,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-14 21:35:25.027,—,Beatriz Costa
LOTE-M-INJ-001-5628,WO-7654,2026-01-14,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,28771,M,315,1,2,1,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-16 01:42:47.186,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5629,WO-7655,2026-01-15,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,9959,L,200,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-15 23:55:22.621,—,Carlos Mendes
LOTE-M-INJ-001-5630,WO-7658,2026-01-17,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,49146,M,315,0,3,16,19,Conforming,Approved,Approved,Approved - First Pass,2026-01-18 18:38:37.785,—,Carlos Mendes
LOTE-M-INJ-001-5631,WO-7661,2026-01-19,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,53034,M,315,1,9,12,22,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-20 19:59:35.988,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5632,WO-7662,2026-01-20,  Shift 3  ,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,12346,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-01-21 15:22:22.612,—,Carlos Mendes
LOTE-M-INJ-001-5633,WO-7664,2026-01-21,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,37319,M,315,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-22 21:45:59.358,—,Elena Santos
LOTE-M-INJ-001-5634,WO-7665,2026-01-22,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,17556,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-01-23 14:04:08.734,—,Elena Santos
LOTE-M-INJ-001-5635,WO-7668,2026-01-24,  Shift 3  ,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,46051,M,315,2,1,7,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-25 08:09:48.125,Thread:2(Re=1),Ana Silva
LOTE-M-INJ-001-5636,WO-7669,2026-01-24,  Shift 2  ,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,16334,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-25 20:59:15.095,—,Ana Silva
LOTE-M-INJ-001-5637,WO-7672,2026-01-26,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,42712,M,315,1,2,1,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-27 11:13:22.473,Sealing:1(Re=1),Elena Santos
LOTE-M-INJ-001-5638,WO-7674,2026-01-27,Shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,18866,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-28 12:06:30.640,—,Elena Santos
LOTE-M-INJ-001-5639,WO-7675,2026-01-28,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,18481,M,315,1,0,4,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-29 03:04:38.101,Thread:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5640,WO-7677,2026-01-29,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,25405,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 04:38:45.170,—,Carlos Mendes
LOTE-M-INJ-001-5641,WO-7679,2026-01-30,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,43240,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-31 22:54:38.276,—,Carlos Mendes
LOTE-M-INJ-001-5642,WO-7681,2026-02-01,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,35390,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-02 13:58:16.326,—,Diogo Ferreira
LOTE-M-INJ-001-5643,WO-7682,2026-02-02,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,12807,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-02-03 04:27:56.453,—,Elena Santos
LOTE-M-INJ-001-5644,WO-7683,2026-02-02,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,15092,M,315,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2026-02-03 19:58:31.684,—,Elena Santos
LOTE-M-INJ-001-5645,WO-7684,2026-02-03,Shift 1,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,15947,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-03 22:36:56.858,—,Diogo Ferreira
LOTE-M-INJ-001-5646,WO-7686,2026-02-04,shift 1,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,18405,M,315,1,0,5,6,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-05 19:42:05.829,Sealing:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-5647,WO-7687,2026-02-05,shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,12244,M,315,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-06 13:29:18.557,—,Beatriz Costa
LOTE-M-INJ-001-5648,WO-7689,2026-02-06,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,24335,M,315,0,1,13,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 23:34:19.549,—,Diogo Ferreira
LOTE-M-INJ-001-5649,WO-7691,2026-02-07,Shift 2,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,37367,M,315,0,2,12,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-09 07:37:03.391,—,Ana Silva
LOTE-M-INJ-001-5650,WO-7694,2026-02-09,SHIFT 2,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,31288,M,315,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-10 16:33:12.244,—,Ana Silva
LOTE-M-INJ-001-5651,WO-7697,2026-02-11,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,36653,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-12 06:56:24.101,—,Beatriz Costa
LOTE-M-INJ-001-5652,WO-7698,2026-02-11,Shift 3,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,19810,M,315,0,4,1,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-13 07:23:58.145,—,Carlos Mendes
LOTE-M-INJ-001-5653,WO-7701,2026-02-14,Shift 2,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,62549,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2026-02-15 17:42:40.739,—,Ana Silva
LOTE-M-INJ-001-5654,WO-7702,2026-02-15,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,10091,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-02-16 00:42:46.280,—,Elena Santos
LOTE-M-INJ-001-5655,WO-7704,2026-02-16,Shift 1,IM-001,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,25741,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-02-17 11:03:33.018,—,Elena Santos
LOTE-M-INJ-001-5656,WO-7705,2026-02-17,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,22013,M,315,1,0,5,6,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-18 06:36:56.788,Sealing:1(Re=1),Ana Silva
LOTE-M-INJ-001-5657,WO-7707,2026-02-18,Shift 1,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,30522,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2026-02-19 22:01:29.814,—,Diogo Ferreira
LOTE-M-INJ-001-5658,WO-7708,2026-02-19,Shift 3,IM-001,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,15788,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-02-20 15:00:42.630,—,Beatriz Costa
LOTE-M-INJ-001-5659,WO-7709,2026-02-20,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,12974,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-20 21:23:09.729,—,Carlos Mendes
LOTE-M-INJ-001-5660,WO-7712,2026-02-21,Shift 3,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,47212,M,315,0,6,11,17,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 21:34:22.573,—,Beatriz Costa
LOTE-M-INJ-001-5661,WO-7714,2026-02-23,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,28299,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-02-24 01:16:21.325,—,Ana Silva
LOTE-M-INJ-001-5662,WO-7717,2026-02-24,Shift 3,IM-001,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,46715,M,315,3,1,10,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-26 06:44:26.796,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-5663,WO-7718,2026-02-25,Shift 2,IM-001,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,22149,M,315,1,3,5,9,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-26 22:04:30.978,Thread:1(Re=1),Diogo Ferreira
