NCId,Date,Type,Source,Area,Process,Category,Severity,RelatedRecordId
NC-00834,2026-11-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2844
NC-00835,2025-07-08,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-2895
NC-00836,2025-07-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-2910
NC-00837,2025-09-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-2950
NC-00838,2025-10-08,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-2969
NC-00839,2025-10-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-2970
NC-00840,2025-10-28,Internal,Lot Rework,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-2985
NC-00841,2025-11-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-3004
NC-00842,2026-03-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-3103
NC-00843,2026-05-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-3155
NC-00844,2026-07-07,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-3186
NC-00845,2026-08-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-009-3218
NC-00846,2026-08-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-3223
NC-00847,2026-08-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-3227
NC-00848,2026-12-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-021-3315
NC-00849,2025-07-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3745
NC-00850,2025-07-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3753
NC-00851,2025-07-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3757
NC-00852,2025-08-13,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3771
NC-00853,2025-09-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3795
NC-00854,2025-10-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3814
NC-00855,2025-10-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3824
NC-00856,2025-12-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3858
NC-00857,2026-01-23,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3901
NC-00858,2026-01-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3904
NC-00859,2026-02-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3908
NC-00860,2026-03-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3943
NC-00861,2026-03-23,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3947
NC-00862,2026-04-10,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3962
NC-00863,2026-05-08,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3982
NC-00864,2026-05-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-3992
NC-00865,2026-05-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-3996
NC-00866,2026-05-31,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4001
NC-00867,2026-06-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4017
NC-00868,2026-07-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4025
NC-00869,2026-07-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4026
NC-00870,2026-07-09,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4030
NC-00871,2026-07-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4034
NC-00872,2026-07-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4042
NC-00873,2026-08-02,Internal,Lot Rework,Production,  Screen Printing  ,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4050
NC-00874,2026-08-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4051
NC-00875,2026-08-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4068
NC-00876,2026-09-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4078
NC-00877,2026-09-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4089
NC-00878,2026-10-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4108
NC-00879,2026-10-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-027-4117
NC-00880,2026-11-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4122
NC-00881,2026-12-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-013-4145
NC-00882,2025-07-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4167
NC-00883,2025-07-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4173
NC-00884,2025-07-26,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4180
NC-00885,2025-08-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4189
NC-00886,2025-08-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4196
NC-00887,2025-08-30,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4205
NC-00888,2025-09-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4217
NC-00889,2025-09-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4229
NC-00890,2025-10-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4237
NC-00891,2025-11-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4261
NC-00892,2025-11-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4268
NC-00893,2025-11-30,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4277
NC-00894,2025-12-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4286
NC-00895,2025-12-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4287
NC-00896,2025-12-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4302
NC-00897,2025-12-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4303
NC-00898,2026-01-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4312
NC-00899,2026-01-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4318
NC-00900,2026-01-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4326
NC-00901,2026-02-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4334
NC-00902,2026-02-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4341
NC-00903,2026-02-18,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4344
NC-00904,2026-02-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-014-4345
NC-00905,2026-03-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4356
NC-00906,2026-03-30,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4371
NC-00907,2026-04-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4377
NC-00908,2026-04-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4386
NC-00909,2026-04-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4398
NC-00910,2026-05-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4400
NC-00911,2026-05-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4404
NC-00912,2026-05-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4408
NC-00913,2026-05-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4416
NC-00914,2026-05-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4417
NC-00915,2026-05-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-014-4418
NC-00916,2026-05-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4420
NC-00917,2026-06-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4422
NC-00918,2026-06-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4426
NC-00919,2026-06-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4428
NC-00920,2026-06-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4429
NC-00921,2026-06-15,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4433
NC-00922,2026-06-23,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4437
NC-00923,2026-06-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-018-4442
NC-00924,2026-07-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4448
NC-00925,2026-07-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4454
NC-00926,2026-07-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4456
NC-00927,2026-07-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4459
NC-00928,2026-07-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4461
NC-00929,2026-08-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4477
NC-00930,2026-08-23,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4481
NC-00931,2026-08-28,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4486
NC-00932,2026-09-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4504
NC-00933,2026-09-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4511
NC-00934,2026-10-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-014-4515
NC-00935,2026-10-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4526
NC-00936,2026-10-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4531
NC-00937,2026-10-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4533
NC-00938,2026-11-03,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4537
NC-00939,2026-11-06,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4539
NC-00940,2026-11-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4543
NC-00941,2026-11-14,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4544
NC-00942,2026-12-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-011-4560
NC-00943,2026-12-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-028-4571
NC-00944,2026-12-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-024-4572
NC-00945,2026-06-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-020-4858
NC-00946,2026-12-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-020-5021
NC-00947,2025-08-05,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5049
NC-00948,2025-08-08,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5051
NC-00949,2025-08-22,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-019-5064
NC-00950,2025-09-06,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5077
NC-00951,2025-09-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5080
NC-00952,2025-09-15,Internal,Lot Rejection,Production,  Screen Printing  ,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5086
NC-00953,2025-09-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5089
NC-00954,2025-09-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5094
NC-00955,2025-09-30,Internal,Lot Rework,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5095
NC-00956,2025-10-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5104
NC-00957,2025-10-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5109
NC-00958,2025-11-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5123
NC-00959,2025-11-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-019-5131
NC-00960,2025-11-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5134
NC-00961,2025-11-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5143
NC-00962,2025-12-02,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5145
NC-00963,2025-12-24,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5160
NC-00964,2025-12-31,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5166
NC-00965,2026-02-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5194
NC-00966,2026-02-15,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5202
NC-00967,2026-03-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5233
NC-00968,2026-04-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5240
NC-00969,2026-04-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5256
NC-00970,2026-04-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5260
NC-00971,2026-06-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5285
NC-00972,2026-07-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-022-5320
NC-00973,2026-07-26,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5330
NC-00974,2026-08-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5349
NC-00975,2026-08-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5358
NC-00976,2026-09-13,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5370
NC-00977,2026-09-20,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5377
NC-00978,2026-09-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5379
NC-00979,2026-10-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5388
NC-00980,2026-10-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5399
NC-00981,2026-10-31,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5410
NC-00982,2026-11-18,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5426
NC-00983,2026-12-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-016-5439
NC-00984,2025-07-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2010
NC-00985,2025-10-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2071
NC-00986,2025-10-15,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2080
NC-00987,2025-10-17,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2082
NC-00988,2025-10-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2091
NC-00989,2025-11-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2113
NC-00990,2025-11-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2118
NC-00991,2025-12-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2126
NC-00992,2026-01-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2164
NC-00993,2026-02-08,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2173
NC-00994,2026-02-11,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2175
NC-00995,2026-02-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2185
NC-00996,2026-08-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2331
NC-00997,2026-09-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2340
NC-00998,2026-10-03,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2367
NC-00999,2026-12-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2415
NC-01000,2026-12-09,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2416
NC-01001,2026-12-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2419
NC-01002,2025-07-03,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2436
NC-01003,2025-07-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2440
NC-01004,2025-07-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2447
NC-01005,2025-08-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2462
NC-01006,2025-09-15,Internal,Lot Rejection,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2495
NC-01007,2025-09-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2499
NC-01008,2025-10-07,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2517
NC-01009,2025-11-08,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2548
NC-01010,2025-11-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2549
NC-01011,2026-05-11,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2698
NC-01012,2026-06-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2717
NC-01013,2026-07-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2752
NC-01014,2026-07-26,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2759
NC-01015,2026-08-19,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2778
NC-01016,2026-09-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2793
NC-01017,2026-09-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2795
NC-01018,2026-09-25,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2808
NC-01019,2026-09-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2811
NC-01020,2026-10-07,Internal,Lot Concession/Deviation,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2821
NC-01021,2026-10-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2826
NC-01022,2026-10-16,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2828
NC-01023,2026-12-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Minor,LOTE-SK-M-SOP-005-2862
NC-01024,2026-12-23,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-005-2881
NC-01025,2025-07-23,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-2906
NC-01026,2025-09-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-2956
NC-01027,2025-11-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-2992
NC-01028,2026-02-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3089
NC-01029,2026-03-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3091
NC-01030,2026-03-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3105
NC-01031,2026-04-13,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3122
NC-01032,2026-04-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3127
NC-01033,2026-05-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3143
NC-01034,2026-05-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-003-3147
