CAPAId,OpenDate,DueDate,CloseDate,Status,CAPAType,RelatedNCId,Area,Process,Severity,RootCauseCategory,Owner,EffectivenessCheck
CAPA-4725,2026-10-05,2026-11-24,2026-11-22,Closed,Preventive,NC-01124,Production,Screen Printing,Major,Raw Material,Sandra Reis,Not Effective
CAPA-4726,2025-07-27,2025-08-19,2025-09-18,Closed,Preventive,NC-01126,Production,Screen Printing,Major,Man (Operator),Ana Silva,Not Effective
CAPA-4727,2025-12-12,2026-01-11,2026-01-31,Closed,Corrective,NC-01127,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Effective
CAPA-4728,2026-01-14,2026-02-08,2026-02-04,Closed,Corrective,NC-01128,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Pending
CAPA-4729,2026-02-13,2026-03-07,2026-03-03,Closed,Corrective,NC-01129,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Pending
CAPA-4730,2026-03-18,2026-04-26,2026-05-11,Closed,Preventive,NC-01130,Production,Screen Printing,Major,Machine/Equipment,Ana Silva,Effective
CAPA-4731,2026-05-07,2026-06-15,2026-06-04,Closed,Preventive,NC-01131,Production,Screen Printing,Major,Mold/Tooling,Elena Santos,Not Effective
CAPA-4732,2026-05-19,2026-07-14,,Overdue,Preventive,NC-01132,Production,SCREEN PRINTING,Major,Raw Material,Ana Silva,Pending
CAPA-4733,2026-08-03,2026-09-11,2026-08-28,Closed,Preventive,NC-01133,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Effective
CAPA-4734,2026-09-11,2026-10-06,2026-10-11,Closed,Corrective,NC-01134,Production,Screen Printing,Major,Raw Material,Vitor Sousa,Pending
CAPA-4735,2025-07-07,2025-09-01,,Overdue,Preventive,NC-01135,Supplier Quality,Incoming Inspection,Minor,Raw Material,Vitor Sousa,Pending
CAPA-4736,2025-07-11,2025-08-01,,Overdue,Corrective,NC-01137,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Not Effective
CAPA-4737,2025-07-14,2025-08-13,2025-07-27,Closed,Preventive,NC-01139,Supplier Quality,  Incoming Inspection  ,Minor,Raw Material,Sandra Reis,Pending
CAPA-4738,2025-07-17,2025-08-10,2025-09-07,Closed,Corrective,NC-01140,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Pending
CAPA-4739,2025-07-15,2025-08-17,2025-08-08,Closed,Preventive,NC-01141,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Not Effective
CAPA-4740,2025-07-17,2025-09-14,2025-09-05,Closed,Corrective,NC-01143,Supplier Quality,Incoming Inspection,Minor,Raw Material,Ana Silva,Effective
CAPA-4741,2025-07-18,2025-09-03,2025-08-15,Closed,Preventive,NC-01144,Supplier Quality,Incoming Inspection,Minor,Raw Material,Elena Santos,Pending
CAPA-4742,2025-08-01,2025-08-28,2025-09-17,Closed,Corrective,NC-01147,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Not Effective
CAPA-4743,2025-08-13,2025-09-08,,Overdue,Preventive,NC-01149,Supplier Quality,Incoming Inspection,Minor,Raw Material,Patrícia Lima,Effective
CAPA-4744,2025-08-29,2025-10-01,2025-10-05,Closed,Corrective,NC-01150,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Effective
CAPA-4745,2025-09-12,2025-11-05,2025-10-16,Closed,Corrective,NC-01155,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Pending
CAPA-4746,2025-09-17,2025-10-13,,Overdue,Corrective,NC-01156,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Not Effective
CAPA-4747,2025-09-26,2025-10-24,2025-10-30,Closed,Preventive,NC-01163,Supplier Quality,Incoming Inspection,Minor,Raw Material,Vitor Sousa,Effective
CAPA-4748,2025-10-12,2025-11-09,2025-11-11,Closed,Preventive,NC-01167,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Pending
CAPA-4749,2025-10-17,2025-11-13,,Overdue,Preventive,NC-01168,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Pending
CAPA-4750,2025-10-18,2025-11-21,,Overdue,Preventive,NC-01169,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Pending
CAPA-4751,2025-10-27,2025-11-17,2025-12-07,Closed,Preventive,NC-01171,Supplier Quality,  Incoming Inspection  ,Minor,Raw Material,Patrícia Lima,Effective
CAPA-4752,2025-11-11,2025-12-31,2025-12-07,Closed,Corrective,NC-01175,Supplier Quality,Incoming Inspection,Major,Raw Material,Vitor Sousa,Effective
CAPA-4753,2025-11-22,2025-12-19,,Overdue,Preventive,NC-01180,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Pending
CAPA-4754,2025-12-04,2026-01-11,2026-01-07,Closed,Preventive,NC-01183,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Pending
CAPA-4755,2025-12-05,2026-01-19,2025-12-22,Closed,Corrective,NC-01185,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Not Effective
CAPA-4756,2025-12-06,2026-01-12,2026-01-09,Closed,Preventive,NC-01186,Supplier Quality,Incoming Inspection,Minor,Raw Material,Patrícia Lima,Not Effective
CAPA-4757,2025-12-08,2026-01-19,2025-12-25,Closed,Corrective,NC-01188,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Effective
CAPA-4758,2025-12-24,2026-01-27,2026-02-16,Closed,Corrective,NC-01193,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Effective
CAPA-4759,2026-01-02,2026-02-04,,Overdue,Preventive,NC-01196,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Effective
CAPA-4760,2026-01-02,2026-02-02,2026-01-16,Closed,Preventive,NC-01197,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Pending
CAPA-4761,2026-01-04,2026-02-12,2026-02-17,Closed,Preventive,NC-01200,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Not Effective
CAPA-4762,2026-01-16,2026-02-13,2026-02-15,Closed,Preventive,NC-01203,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Pending
CAPA-4763,2026-01-19,2026-03-07,2026-03-12,Closed,Preventive,NC-01204,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Pending
CAPA-4764,2026-01-31,2026-03-23,2026-02-20,Closed,Corrective,NC-01208,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Not Effective
CAPA-4765,2026-02-02,2026-02-22,2026-02-16,Closed,Corrective,NC-01210,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Effective
CAPA-4766,2026-02-21,2026-04-13,2026-04-02,Closed,Preventive,NC-01213,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Effective
CAPA-4767,2026-02-25,2026-04-05,2026-04-09,Closed,Preventive,NC-01214,Supplier Quality,Incoming Inspection,Minor,Raw Material,Ana Silva,Effective
CAPA-4768,2026-02-25,2026-04-07,2026-03-27,Closed,Corrective,NC-01215,Supplier Quality,Incoming Inspection,Major,Raw Material,Vitor Sousa,Pending
CAPA-4769,2026-03-01,2026-04-29,,Overdue,Preventive,NC-01217,Supplier Quality,Incoming Inspection,Minor,Raw Material,Ana Silva,Not Effective
CAPA-4770,2026-03-03,2026-04-17,2026-03-23,Closed,Preventive,NC-01220,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Effective
CAPA-4771,2026-03-07,2026-04-11,2026-04-02,Closed,Corrective,NC-01221,Supplier Quality,Incoming Inspection,Minor,Raw Material,Sandra Reis,Effective
CAPA-4772,2026-03-11,2026-05-06,,Overdue,Preventive,NC-01222,Supplier Quality,INCOMING INSPECTION,Major,Raw Material,Patrícia Lima,Effective
CAPA-4773,2026-03-20,2026-05-09,2026-04-14,Closed,Preventive,NC-01228,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Effective
CAPA-4774,2026-03-19,2026-04-24,,Overdue,Corrective,NC-01229,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Not Effective
CAPA-4775,2026-03-29,2026-04-25,2026-05-21,Closed,Preventive,NC-01232,Supplier Quality,  Incoming Inspection  ,Major,Raw Material,Vitor Sousa,Pending
CAPA-4776,2026-04-01,2026-05-08,2026-04-09,Closed,Preventive,NC-01233,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Effective
CAPA-4777,2026-04-17,2026-06-07,2026-05-31,Closed,Corrective,NC-01235,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Effective
CAPA-4778,2026-04-23,2026-06-10,2026-05-25,Closed,Corrective,NC-01237,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Effective
CAPA-4779,2026-05-02,2026-06-12,2026-05-14,Closed,Preventive,NC-01240,Supplier Quality,Incoming Inspection,Major,Raw Material,Vitor Sousa,Not Effective
CAPA-4780,2026-05-08,2026-05-30,2026-06-21,Closed,Corrective,NC-01243,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Effective
CAPA-4781,2026-05-07,2026-07-05,,Overdue,Preventive,NC-01244,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Not Effective
CAPA-4782,2026-05-11,2026-07-01,2026-06-19,Closed,Preventive,NC-01245,Supplier Quality,INCOMING INSPECTION,Major,Raw Material,Vitor Sousa,Pending
CAPA-4783,2026-05-19,2026-06-27,2026-06-16,Closed,Corrective,NC-01248,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Pending
CAPA-4784,2026-05-27,2026-07-25,,Overdue,Corrective,NC-01251,Supplier Quality,INCOMING INSPECTION,Major,Raw Material,Carlos Mendes,Pending
CAPA-4785,2026-05-30,2026-07-20,2026-07-15,Closed,Corrective,NC-01253,Supplier Quality,Incoming Inspection,Minor,Raw Material,Sandra Reis,Effective
CAPA-4786,2026-06-03,2026-07-18,2026-06-28,Closed,Corrective,NC-01254,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Pending
CAPA-4787,2026-06-04,2026-07-04,2026-07-04,Closed,Preventive,NC-01255,Supplier Quality,Incoming Inspection,Major,Raw Material,Vitor Sousa,Not Effective
CAPA-4788,2026-07-07,2026-09-03,2026-07-17,Closed,Preventive,NC-01267,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Pending
CAPA-4789,2026-07-04,2026-08-01,2026-07-16,Closed,Preventive,NC-01268,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Effective
CAPA-4790,2026-07-23,2026-08-13,2026-09-12,Closed,Corrective,NC-01270,Supplier Quality,Incoming Inspection,Major,Raw Material,Ana Silva,Not Effective
CAPA-4791,2026-08-02,2026-09-21,2026-08-13,Closed,Corrective,NC-01272,Supplier Quality,Incoming Inspection,Minor,Raw Material,Elena Santos,Effective
CAPA-4792,2026-08-21,2026-10-11,2026-09-26,Closed,Corrective,NC-01276,Supplier Quality,Incoming Inspection,Minor,Raw Material,Patrícia Lima,Not Effective
CAPA-4793,2026-08-28,2026-10-08,2026-10-11,Closed,Corrective,NC-01277,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Effective
CAPA-4794,2026-09-17,2026-10-21,2026-10-02,Closed,Preventive,NC-01282,Supplier Quality,Incoming Inspection,Minor,Raw Material,Elena Santos,Pending
CAPA-4795,2026-10-17,2026-12-10,2026-10-31,Closed,Preventive,NC-01290,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Pending
CAPA-4796,2026-10-25,2026-12-21,,Overdue,Preventive,NC-01293,Supplier Quality,Incoming Inspection,Major,Raw Material,Patrícia Lima,Effective
CAPA-4797,2026-10-29,2026-12-26,2026-12-05,Closed,Corrective,NC-01297,Supplier Quality,Incoming Inspection,Minor,Raw Material,Vitor Sousa,Not Effective
CAPA-4798,2026-11-16,2027-01-04,2026-12-01,Closed,Corrective,NC-01299,Supplier Quality,Incoming Inspection,Major,Raw Material,Elena Santos,Not Effective
CAPA-4799,2026-11-21,2027-01-19,2026-12-12,Closed,Corrective,NC-01301,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Effective
CAPA-4800,2026-11-23,2026-12-29,2027-01-03,Closed,Corrective,NC-01302,Supplier Quality,Incoming Inspection,Major,Raw Material,Carlos Mendes,Effective
CAPA-4801,2026-11-26,2026-12-24,2026-12-10,Closed,Corrective,NC-01305,Supplier Quality,Incoming Inspection,Minor,Raw Material,Elena Santos,Effective
CAPA-4802,2026-12-14,2027-02-10,2026-12-24,Closed,Preventive,NC-01311,Supplier Quality,  Incoming Inspection  ,Minor,Raw Material,Patrícia Lima,Not Effective
CAPA-4803,2026-12-21,2027-02-15,2027-02-01,Closed,Preventive,NC-01314,Supplier Quality,Incoming Inspection,Minor,Raw Material,Carlos Mendes,Not Effective
CAPA-4804,2026-12-29,2027-02-06,,Open,Corrective,NC-01317,Supplier Quality,Incoming Inspection,Major,Raw Material,Sandra Reis,Pending
CAPA-4805,2026-02-04,2026-03-31,2026-03-26,Closed,Preventive,NC-01320,Production,Blow Molding,Major,Machine/Equipment,Sandra Reis,Effective
CAPA-4806,2025-11-06,2025-11-28,2025-12-19,Closed,Corrective,NC-01322,Production,Injection Molding,Major,Machine/Equipment,Carlos Mendes,Effective
CAPA-4807,2025-11-07,2025-12-12,,Overdue,Preventive,NC-01323,Production,Injection Molding,Major,Machine/Equipment,Patrícia Lima,Effective
CAPA-4808,2026-03-06,2026-04-20,2026-03-30,Closed,Corrective,NC-01324,Production,screen printing,Major,Machine/Equipment,Elena Santos,Effective
CAPA-4809,2025-11-19,2026-01-06,2025-12-21,Closed,Corrective,NC-01325,Production,Hot Foil Stamping,Major,Machine/Equipment,Sandra Reis,Effective
CAPA-4810,2026-05-03,2026-06-25,,Overdue,Preventive,NC-01326,Production,Screen Printing,Major,Machine/Equipment,Ana Silva,Effective
CAPA-4811,2026-08-07,2026-09-04,2026-08-25,Closed,Corrective,NC-01327,Quality,Blow Molding,Major,Raw Material,Diogo Ferreira,Effective
CAPA-4812,2026-11-19,2026-12-17,,Open,Corrective,NC-01328,Production,Injection Molding,Critical,Tooling / Mold Wear,Rui Fonseca,
CAPA-4813,2026-10-01,2026-10-15,2026-10-15,Closed,Preventive,NC-01329,Quality,Injection Molding,Minor,Customer Requirement,Diogo Ferreira,Effective
